Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight
897,8,downRight,high,32.6758600329198,1,0,0,0,100,0.08115802882390964,0.30783117544656946,0.04323117268131137,21.916877971143236
898,8,midRight,lowB,7.093381528182715,1,0,1,0,0,0.06625657816459779,0.4349205064279322,0.03529348375527175,17.892713259087866
899,8,midLeft,lowC,5.278261433217081,1,1,0,0,0,0.23770149532894952,0.35506461833926745,0.028813236336799875,14.607426668773801
900,9,midRight,high,7.356048171102334,1,0,100,0,0,0.19405705058800646,18.650901882473118,0.023522829141973785,11.925352560782141
901,9,downRight,lowA,80.55883349979209,0,0,0,0,0,0.1584261757832103,15.226404045587987,0.01920379524100158,9.735734905516463
902,9,midLeft,lowB,5.928510510164569,0,0,0,0,0,0.12933749687136523,12.430679310868568,0.015677780484332094,7.948153622074136
903,9,downRight,lowA,55.384695306442005,0,0,0,0,0,0.10558979925035362,10.148278455439398,0.012799178382724982,6.488790688445619
904,9,midRight,high,69.33748257943145,1,0,100,0,0,0.08620242370098292,26.645980711806217,0.01044911729925867,5.297381832369651
905,9,midLeft,lowB,5.688385298653686,1,1,0,0,0,0.25398507802546716,21.753503989540405,0.008530551654864991,4.324727923169043
906,9,downRight,lowA,32.4823196090342,1,0,0,0,1,0.20735079965222308,17.759336424546753,0.006964254439126896,3.714273605577927
907,9,downLeft,lowC,5.148504796611077,1,0,0,1,0,0.1692790554888634,14.498539195886872,0.18929585341764754,3.0322946853062955
908,9,downRight,lowA,24.321616969788078,1,0,0,0,1,0.1381976759928761,11.836457950316284,0.15453918349117954,2.6591444324338207
909,9,midLeft,lowB,6.113850707063353,1,1,0,0,0,0.29643346603573484,9.663162261847136,0.12616419643080237,2.170898104496607
910,9,midLeft,lowB,6.991837818004606,0,0,0,0,0,0.2420052260709054,7.888906063852618,0.10299914948067904,1.7722988351533446
911,9,downRight,lowA,16.28052601824955,0,0,0,0,0,0.19757057200339817,6.440421592630306,0.08408744393312817,1.4468865003750393
912,9,downLeft,lowC,5.4411787487167755,0,0,0,0,0,0.1612945784497781,5.257893801128877,0.06864812246370366,1.181223224573408
913,9,downRight,lowA,12.527766661717028,1,0,0,0,1,0.1316792312412,4.292490301501972,0.056043619562742265,1.1479487725144337
914,9,downLeft,lowC,5.4143412474365356,1,0,0,1,0,0.1075015670515693,3.5043448356702287,0.2293637412003489,0.9371735449623091
915,9,downLeft,lowC,6.4450662418504026,1,0,0,1,0,0.08776317122762185,2.860911001474271,0.3708605019422331,0.7650988218345588
916,9,downLeft,lowC,7.33056663604741,0,0,0,0,0,0.07164894833797154,2.3356182516756,0.3027666909999974,0.6246187915987027
917,9,midLeft,lowB,5.431260874046018,0,0,0,0,0,0.05849346287434082,1.9067746653947235,0.24717560564960486,0.5099323429654783
918,9,downLeft,lowC,6.491704398354336,1,0,0,1,0,0.047753460147001416,1.556671182023347,0.38540192447603994,0.41630350847549213
919,9,downRight,lowA,7.836845403466718,1,0,0,0,1,0.03898543262706347,1.2708503070237351,0.31463815846535526,0.5234762009929259
920,9,midRight,high,13.102948622351978,1,0,100,0,0,0.031827305339563794,19.39853987890591,0.25686734931865807,0.4273605745606337
921,9,midRight,high,127.82105789262066,0,0,0,0,0,0.025983484007167917,15.836767999312785,0.20970385622587678,0.3488927678896773
922,9,downLeft,lowC,6.137841159443026,1,0,0,1,0,0.02121264850881039,12.928974151130951,0.354810374500814,0.2848324593602628
923,9,midLeft,lowB,5.208308948051428,1,1,0,0,0,0.20092809546539736,10.555081226666067,0.28966353239961445,0.23253428380283755
924,9,midLeft,lowB,6.191336367441058,1,1,0,0,0,0.3476459338754495,8.617059512936915,0.2364783220340419,0.18983859236108627
925,9,midRight,high,59.67173863105179,1,0,100,0,0,0.2838145569232629,25.39590935076868,0.19305846451836772,0.15498226997011488
926,9,downLeft,lowC,6.439460913630441,1,0,0,1,0,0.23170327874568725,20.73295861597525,0.34122124828950795,0.12652592766492282
927,9,downRight,lowA,5.824195873392796,1,0,0,0,1,0.18916016839832936,16.926173701227654,0.2785695098357899,0.2869047710117778
928,9,midRight,high,112.21270362400482,1,0,100,0,0,0.1544284116400331,32.17938452473524,0.22742127636879153,0.23422609767399408
929,9,downRight,lowA,6.607203453509027,1,0,0,0,1,0.1260737634333494,26.27091782475181,0.18566438579619943,0.37483007964672876
930,9,downRight,lowA,7.49781948290301,1,0,0,0,1,0.10292532091373092,21.44730651465251,0.15157449075776264,0.4896177212002612
931,9,downRight,lowA,8.08091024279899,0,0,0,0,0,0.08402717105208776,17.50935996229518,0.12374385184293848,0.39971886066705725
932,9,downRight,lowA,7.598642093743162,1,0,0,0,1,0.06859891630490791,14.294460988832125,0.10102320510776912,0.5099366654746832
933,9,midRight,high,95.49466592966627,1,0,100,0,0,0.056003448161912606,30.030881393715013,0.08247430331488248,0.41630703732745106
934,9,midRight,high,195.30620934858248,1,0,100,0,0,0.04572063780254849,42.87793280312438,0.0673311710910282,0.3398687740310451
935,9,downLeft,lowC,5.398784392149005,1,0,0,1,0,0.03732585741914139,35.00510235987426,0.23857878191731213,0.27746536379232345
936,9,downLeft,lowC,6.77405861415644,1,0,0,1,0,0.030472445246518712,28.577804738198253,0.37838356619602564,0.22651986292031073
937,9,downLeft,lowC,7.401687475106837,1,0,0,1,0,0.024877390192941502,23.330625211676146,0.4925187509901934,0.18492848114852156
938,9,midRight,high,152.9256183083389,1,0,100,0,0,0.020309644920358524,37.40791272154619,0.4020872314840902,0.15097370578901542
939,9,downLeft,lowC,7.537746723739199,1,0,0,1,0,0.01658058476359304,30.539434349585758,0.5118701789968261,0.12325337718727276
940,9,midRight,high,198.60603042492733,0,0,0,0,0,0.01353621849031522,24.932079406169784,0.4178855378365027,0.10062278665463764
941,9,midLeft,lowB,5.165471203168359,0,0,0,0,0,0.011050829245774177,20.354292630308233,0.34115744557564065,0.08214740581721142
942,9,midLeft,lowB,5.1875955663387945,1,1,0,0,0,0.19263209096587064,16.617034693772734,0.27851742195785933,0.0670642953435498
943,9,midLeft,lowB,6.266137104183102,1,1,0,0,0,0.34087316131625683,13.565975837592408,0.22737875236216465,0.05475059942774893
944,9,midRight,high,90.94601340027651,0,0,0,0,0,0.27828533521886645,11.075122837356101,0.1856296696355216,0.04469782501019198
945,9,downLeft,lowC,6.263577381307315,1,0,0,1,0,0.22718927914077316,9.041616123377615,0.33515645672228034,0.03649084359849331
946,9,midRight,high,62.25881612347229,1,0,100,0,0,0.18547498565064485,25.74251299125377,0.2736182765154504,0.029790748570564084
947,9,midRight,high,168.0714127640904,1,0,100,0,0,0.15141986643124591,39.376953043342965,0.2233791405227865,0.024320860053539842
948,9,downRight,lowA,5.151904463863234,1,0,0,0,1,0.12361761813661927,32.14693857166881,0.18236442775737316,0.20346560733144212
949,9,downLeft,lowC,6.078883777874182,1,0,0,1,0,0.10092014921113204,26.244429283117377,0.33249074691068226,0.16610722452627497
950,9,midRight,high,171.24500308284166,1,0,100,0,0,0.08239016954315581,39.78671233032738,0.27144201850307925,0.13560822588987262
951,9,midLeft,lowB,5.635130677245661,1,1,0,0,0,0.25087279302727644,32.48146182981323,0.2216024659140937,0.11070915778313928
952,9,downLeft,lowC,6.413354999105508,0,0,0,0,0,0.2048099622607612,26.51753062284079,0.18091396892058542,0.09038181523741445
