Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight
266,2,midLeft,lowA,3.464113833835004,0,0,0,0,0,0.009797513881076882,0.05447582177967817,0.018950950200708458,0.5620312537089298
267,2,midRight,high,3.644014526940293,1,0,100,0,0,0.006032404072359814,0.9999,0.011668244674461885,0.3460469323973632
268,2,midRight,high,11.525696968100274,1,0,100,0,0,0.00371419722737086,0.9999,0.007184227299484878,0.21306373734803327
269,2,midLeft,lowA,3.1438453432274787,1,1,0,0,0,0.3865792274622129,0.6156460613546586,0.004423383579162396,0.13118496921274142
270,2,downRight,lowC,4.252699998072711,1,0,0,0,1,0.2380197807667147,0.37905797865936997,0.0027235110294751494,0.4650639546455624
271,2,midLeft,lowA,5.263674691644598,0,0,0,0,0,0.14655059561308853,0.23338889047574693,0.0016768865270050477,0.28634342629819187
272,2,downRight,lowC,5.617655258531074,1,0,0,0,1,0.0902323202103983,0.14369932111743913,0.0010324718328726373,0.5605962008607073
273,2,midLeft,lowA,3.982920922275695,0,0,0,0,0,0.0555567282172458,0.08847676874216394,0.0006357007874464091,0.3451633594062201
274,2,downLeft,lowB,3.2183309208653457,1,0,0,1,0,0.03420670157885648,0.05447582177967817,0.38468377370870366,0.21251971471385325
275,2,downRight,lowC,5.053287631823359,1,0,0,0,1,0.021061327231680343,0.03354117923564076,0.23685273542435262,0.5151423782069615
276,2,downRight,lowC,7.528226310948781,1,0,0,0,1,0.012967619919077526,0.020651560045617454,0.14583203688876858,0.7014694617715063
277,2,midLeft,lowA,3.45368099442781,1,1,0,0,0,0.39227663043670935,0.01271532313522714,0.08978989811970964,0.43190010131033113
278,2,downLeft,lowB,3.8917672077365073,1,0,0,1,0,0.24152771526136324,0.007828921499204278,0.43957669344152084,0.26592418868925227
279,2,midRight,high,3.1027035069038087,0,0,0,0,0,0.14871045765441318,0.004820326718311754,0.2706507250530818,0.1637315525407253
280,2,midRight,high,3.170579265767551,0,0,0,0,0,0.09156216375356357,0.0029679119497662346,0.1666417170534178,0.10081076651783266
281,2,downLeft,lowB,4.5705846039186575,1,0,0,1,0,0.056375523036295325,0.0018273660389249002,0.4868949449011456,0.062069958344682236
282,2,downRight,lowC,3.5788126161756066,1,0,0,0,1,0.03471083979808385,0.0011251232168390623,0.29978493361524533,0.42250931496018873
283,2,midRight,high,3.2442545063455963,1,0,100,0,0,0.021371728980900943,0.9999,0.18457987162085565,0.2601422098618813
284,2,midRight,high,11.481043006304777,0,0,0,0,0,0.013158736645095388,0.6156460613546586,0.11364723569229754,0.16017154404796904
285,2,downLeft,lowB,4.095481504590521,1,0,0,1,0,0.008101934581414331,0.37905797865936997,0.45426583826697564,0.09861884211843819
286,2,midRight,high,6.3464737056336045,1,0,100,0,0,0.004988422956696508,0.9999,0.279694943631399,0.060720373762949684
287,2,midLeft,lowA,3.414251668593067,0,0,0,0,0,0.0030714100866700324,0.6156460613546586,0.17221031145862992,0.03738599755089782
288,2,midRight,high,8.272945997238079,0,0,0,0,0,0.0018910906317265487,0.37905797865936997,0.10603120309447399,0.023018844026427794
289,2,midRight,high,6.41367055937433,0,0,0,0,0,0.001164358934980641,0.23338889047574693,0.06528422098790759,0.014172877949602442
290,2,downRight,lowC,3.146119999744515,0,0,0,0,0,0.0007169046827922159,0.14369932111743913,0.04019599311912436,0.008726349122645298
291,2,midLeft,lowA,3.087374742372898,1,1,0,0,0,0.38473377156682587,0.08847676874216394,0.024748979744002274,0.005372879755337792
292,2,midLeft,lowA,6.4453445975749855,1,1,0,0,0,0.6211758873693176,0.05447582177967817,0.015238135715512777,0.0033081230718130746
293,2,downLeft,lowB,3.3776513861851027,1,0,0,1,0,0.3824627347408795,0.03354117923564076,0.39367460434141877,0.002036836623300524
294,2,downLeft,lowB,6.492549960565622,0,0,0,0,0,0.23548522478063208,0.020651560045617454,0.24238845846399446,0.0012540958543433242
295,2,downLeft,lowB,5.132351884328355,1,0,0,1,0,0.14499005014842742,0.01271532313522714,0.5335327916956965,0.0007721563889265658
296,2,midLeft,lowA,4.30875261624278,0,0,0,0,0,0.08927148045753952,0.007828921499204278,0.32850021183219424,0.00047542258185066127
297,2,downRight,lowC,3.1417215614570355,1,0,0,0,1,0.0549651318481684,0.004820326718311754,0.20226008757741915,0.38458508919425627
298,2,downLeft,lowB,4.89620225415718,0,0,0,0,0,0.03384245117928231,0.0029679119497662346,0.12453307959424584,0.2367919746156355
299,2,midLeft,lowA,3.5244900138762163,1,1,0,0,0,0.4051294233627902,0.0018273660389249002,0.0766759675573194,0.1457946259951078
300,3,downRight,lowC,4.530684738048374,1,0,0,0,1,0.24944127795998178,0.0011251232168390623,0.047209978425063776,0.47405923182908793
301,3,downRight,lowC,7.167812910939201,1,0,0,0,1,0.15358289860519592,0.0006927469516808202,0.029067544028431765,0.6761742549952339
302,3,midLeft,high,4.4563118244551445,1,100,0,0,0,0.9999,0.0004265295852762706,0.017897108705227663,0.41632564944218053
303,3,downLeft,lowB,3.354415945627419,1,0,0,1,0,0.6156460613546586,0.00026261752097866986,0.39531175430478144,0.25633487980797953
304,3,downRight,lowC,5.483897901988381,1,0,0,0,1,0.37905797865936997,0.00016169561199444197,0.24339646419135832,0.5421197097579196
305,3,downLeft,lowB,5.173338663211858,1,0,0,1,0,0.23338889047574693,0.0001,0.5341534285152529,0.3337872428194758
306,3,downLeft,lowB,7.646251642791121,0,0,0,0,0,0.14369932111743913,0.0001,0.32888234265876853,0.2055153529075321
307,3,midRight,lowA,3.261069897318195,1,0,1,0,0,0.08847676874216394,0.3843539386453414,0.20249536844380844,0.12653737130256507
308,3,midRight,lowA,6.3656637068134705,1,0,1,0,0,0.05447582177967817,0.62094202134063,0.12467794381937303,0.0779100252591221
309,3,downRight,lowC,3.847657531210392,1,0,0,0,1,0.03354117923564076,0.3823187416421234,0.07676516156635105,0.4322621650526672
310,3,midLeft,high,3.4623288205735006,1,100,0,0,0,0.9999,0.23539656713075566,0.04726489585716376,0.26614711409872177
311,3,midLeft,high,11.630333789420567,1,100,0,0,0,0.9999,0.1449354629567529,0.02910135711051204,0.16386880941672866
312,3,midLeft,high,11.461824401751798,1,100,0,0,0,0.9999,0.08923787070700964,0.017917927677929917,0.10089527662394858
313,3,downLeft,lowB,3.435043554115669,1,0,0,1,0,0.6156460613546586,0.054944438068253575,0.39532457270516713,0.062121991862008896
314,3,midLeft,high,8.334845542655122,1,100,0,0,0,0.9999,0.03382970986105138,0.24340435657830733,0.038248984511803114
315,3,midLeft,high,11.574851074450391,1,100,0,0,0,0.9999,0.020829210553782517,0.1498659200360034,0.023550191684675394
316,3,downLeft,lowB,4.587488994829597,1,0,0,1,0,0.6156460613546586,0.01282470390895399,0.4765659586426634,0.014500032758093449
317,3,downRight,lowC,3.2094187409244093,1,0,0,0,1,0.37905797865936997,0.007896268076394857,0.2934252979438572,0.3932201487172469
318,3,downLeft,lowB,5.753664307325091,0,0,0,0,0,0.23338889047574693,0.0048617925198850085,0.18066419540049294,0.24210864666773294
319,3,downRight,lowC,5.262877379498184,0,0,0,0,0,0.14369932111743913,0.002993442760266773,0.11123632395851776,0.149068141555052
320,3,midLeft,high,4.232508651942302,1,100,0,0,0,0.9999,0.0018430855538042368,0.0684890536299953,0.09178239246107259
321,3,midRight,lowA,3.136167222091711,1,0,1,0,0,0.6156460613546586,0.3854271697242531,0.04216923303651824,0.05651111953232008
322,3,downLeft,lowB,3.7513364945683727,1,0,0,1,0,0.37905797865936997,0.23731045002481244,0.41025628650327095,0.03479432759557473
323,3,midRight,lowA,5.265036749177202,1,0,1,0,0,0.23338889047574693,0.5304062231437331,0.2525979267243996,0.02142313305500479
324,3,midLeft,high,5.192325901211774,1,100,0,0,0,0.9999,0.3265751597124107,0.15552647134136344,0.013190386525843078
325,3,midRight,lowA,5.925346108015452,1,0,1,0,0,0.6156460613546586,0.5853671861771733,0.09575883540123871,0.008121421654546303
326,3,downLeft,lowB,4.060900441510326,0,0,0,0,0,0.37905797865936997,0.36041504412064795,0.05895944579926159,0.005000421296351501
327,3,midLeft,high,6.316487977118445,0,0,0,0,0,0.23338889047574693,0.22191029339518192,0.03630178076404527,0.0030787975559683546
328,3,midLeft,high,5.186448763795956,1,100,0,0,0,0.9999,0.13663186128892935,0.022351283475892367,0.001895639152955562
329,3,downRight,lowC,2.999155622789612,1,0,0,0,1,0.6156460613546586,0.084125279786064,0.013761855823736973,0.3854595273763458
330,3,downRight,lowC,6.363354455003942,0,0,0,0,0,0.37905797865936997,0.05179657681833081,0.008473279662780615,0.2373303728781633
331,3,midLeft,high,6.3631580109093955,0,0,0,0,0,0.23338889047574693,0.03189154766462584,0.00521706295744316,0.14612612191446517
332,3,downRight,lowC,4.354103413591945,1,0,0,0,1,0.14369932111743913,0.019635869297160977,0.003212185480137182,0.4742633363966522
333,3,downLeft,lowB,3.265888408743348,1,0,0,1,0,0.08847676874216394,0.012089954589530976,0.3862701349980283,0.29200755585310373
334,3,midRight,lowA,3.2637681246367745,1,0,1,0,0,0.05447582177967817,0.39173624519486233,0.23782947017748615,0.1797912807748413
335,3,midRight,lowA,6.220214206359981,1,0,1,0,0,0.03354117923564076,0.6254873638258038,0.14643341993082767,0.11069886376131673
336,3,midRight,lowA,8.426666608892953,1,0,1,0,0,0.020651560045617454,0.7694097115829642,0.09016017424853168,0.06815813528461906
337,3,downRight,lowC,3.703290644024666,1,0,0,0,1,0.01271532313522714,0.4737314316472405,0.05551230739789803,0.4262578519677919
338,3,midLeft,high,3.3036355150112184,0,0,0,0,0,0.007828921499204278,0.2916800580393312,0.03417935134135913,0.26245021270673885
339,3,downLeft,lowB,3.476262063064727,1,0,0,1,0,0.004820326718311754,0.17958963787139964,0.4053368553638426,0.1615925990144976
340,3,downLeft,lowB,6.704656077064791,1,0,0,1,0,0.0029679119497662346,0.1105747106867053,0.6338613633083049,0.09949379650698884
341,3,downRight,lowC,3.833510679470314,0,0,0,0,0,0.0018273660389249002,0.0680816932890299,0.3902732790935616,0.06125908985773534
342,3,downLeft,lowB,6.518852547079285,1,0,0,1,0,0.0011251232168390623,0.0419184181655637,0.6245866044317032,0.03771768916200208
343,3,midRight,lowA,3.3722313635178853,1,0,1,0,0,0.0006927469516808202,0.41010185787297554,0.384562739267185,0.023223069082894163
344,3,downLeft,lowB,6.446168560017691,1,0,0,1,0,0.0004265295852762706,0.25250284383810917,0.62107058147709,0.014298620875538489
345,3,midLeft,high,3.2948269085838082,1,100,0,0,0,0.9999,0.15546792808259058,0.38239789709932803,0.008803770001828953
346,3,midLeft,high,11.582138075680536,1,100,0,0,0,0.9999,0.09572278987000321,0.23544530374988032,0.005420548381536444
347,3,midRight,lowA,4.099841097942346,1,0,1,0,0,0.6156460613546586,0.44322962017270573,0.14496547046511155,0.0033374730087761583
348,3,midRight,lowA,6.900908102010398,1,0,1,0,0,0.37905797865936997,0.6571922278031693,0.0892563465589269,0.0020549076034908726
349,3,downRight,lowC,2.9690239003798204,1,0,0,0,1,0.23338889047574693,0.40463827042695744,0.054955813791288916,0.38555759017689595
350,3,downLeft,lowB,3.701601494740462,0,0,0,0,0,0.14369932111743913,0.24913887134885246,0.03383671398054511,0.23739075089288889
351,3,downLeft,lowB,3.526020457338286,1,0,0,1,0,0.08847676874216394,0.1533967045467207,0.4051258909257407,0.14616329711894382
352,3,midLeft,high,3.8233669158910693,1,100,0,0,0,0.9999,0.09444752173114596,0.24943910301153044,0.08999385757164566
353,3,downLeft,lowB,5.221624227168202,1,0,0,1,0,0.6156460613546586,0.058152059964484984,0.5378739273549646,0.05540990495059083
354,3,downRight,lowC,3.590400350193366,1,0,0,0,1,0.37905797865936997,0.03580466714350946,0.3311730821896647,0.41840866925513415
355,3,midLeft,high,6.373611302753201,0,0,0,0,0,0.23338889047574693,0.022045206825698722,0.2039057942561753,0.25761741100466784
356,3,midLeft,high,5.202950925614299,1,100,0,0,0,0.9999,0.013573402094199674,0.12554635375658335,0.15861700612202023
357,3,midRight,lowA,3.2351039553357115,0,0,0,0,0,0.6156460613546586,0.008357247263203424,0.07729984819249844,0.09766170125301482
358,3,downRight,lowC,3.8786606049858214,1,0,0,0,1,0.37905797865936997,0.005145620923450533,0.04759410649367406,0.44442342270922625
359,3,midLeft,high,6.233997818421101,1,100,0,0,0,0.9999,0.0031681980745538975,0.029304054611985812,0.2736348932540171
360,3,midLeft,high,11.39654885214571,0,0,0,0,0,0.6156460613546586,0.0019506837345639764,0.018042730076598543,0.16847909219025708
361,3,downRight,lowC,4.699617152362456,1,0,0,0,1,0.37905797865936997,0.0012010508632192304,0.011109046612404371,0.4880262307959612
362,3,midRight,lowA,3.2907155714315732,1,0,1,0,0,0.23338889047574693,0.3850318640651755,0.0068399247848105445,0.3004814749747906
363,3,midRight,lowA,6.304675387594395,1,0,1,0,0,0.14369932111743913,0.6213594251956285,0.004211393893120034,0.18500873745201346
364,3,downRight,lowC,4.886644081401365,1,0,0,0,1,0.08847676874216394,0.3825757403813214,0.002592987361848596,0.4982036595398256
365,3,downLeft,lowB,3.251159077713924,1,0,0,1,0,0.05447582177967817,0.23555480321592454,0.385888889990805,0.3067477955277237
366,3,downRight,lowC,5.679233234414658,0,0,0,0,0,0.03354117923564076,0.14503289012206783,0.23759473471683193,0.18886695884175142
367,3,midRight,lowA,4.468489161842556,1,0,1,0,0,0.020651560045617454,0.4735902252383992,0.14628889151617416,0.11628682801375805
368,3,downRight,lowC,4.017048314156161,0,0,0,0,0,0.01271532313522714,0.2915931161757037,0.09007118700057161,0.07159868752284901
369,3,midRight,lowA,5.59759208949322,1,0,1,0,0,0.007828921499204278,0.5638284749845432,0.05545751727016785,0.04408385835744068
370,3,downLeft,lowB,3.6684002784681247,1,0,0,1,0,0.004820326718311754,0.34715349525336303,0.41843798452368053,0.02714276804387939
371,3,downLeft,lowB,6.867633328642382,0,0,0,0,0,0.0029679119497662346,0.2137450565438905,0.25763546063924947,0.01671200944142158
372,3,downRight,lowC,3.2828294053774143,0,0,0,0,0,0.0018273660389249002,0.13160446264153913,0.1586281194197891,0.010289711761109176
373,3,downRight,lowC,3.3665913854296186,0,0,0,0,0,0.0011251232168390623,0.08102987206916679,0.09766854379526912,0.006335454063607932
374,3,downLeft,lowB,3.8131744248364052,0,0,0,0,0,0.0006927469516808202,0.04989071066252064,0.06013526783258567,0.00390078741989558
375,3,midRight,lowA,3.490436379679669,1,0,1,0,0,0.0004265295852762706,0.415010459208828,0.037025743363975266,0.0024017445856990846
376,3,downLeft,lowB,3.470987157383802,1,0,0,1,0,0.00026261752097866986,0.25552510714361754,0.40708940065616683,0.0014787724718126989
377,3,midRight,lowA,5.005095466849098,1,0,1,0,0,0.00016169561199444197,0.5416211265481915,0.2506480509382915,0.0009104914970608871
378,3,downLeft,lowB,5.390352384581644,1,0,0,1,0,0.0001,0.33348026133200037,0.5386182858203044,0.0005605965637188137
379,3,downRight,lowC,3.223105595346613,0,0,0,0,0,0.0001,0.20532634206277456,0.3316313893778059,0.0003451635828207256
380,3,midRight,lowA,4.854132630034433,1,0,1,0,0,0.0001,0.5107133637650244,0.20418797748976833,0.00021251985227186941
381,3,downLeft,lowB,4.884324363496235,1,0,0,1,0,0.0001,0.3144501158947158,0.5100124640092919,0.00013085009502035233
382,3,midRight,lowA,5.809614441492493,1,0,1,0,0,0.0001,0.577901704158855,0.3140185665657617,0.0001
383,3,midRight,lowA,7.859115139886108,0,0,0,0,0,0.0001,0.3558184898645307,0.193343628061253,0.0001
384,3,midLeft,high,3.3284664787029423,1,100,0,0,0,0.9999,0.21908015985824666,0.11904314741867232,0.0001
385,3,midLeft,high,11.526287571762309,0,0,0,0,0,0.6156460613546586,0.1348893264703256,0.07329577441700931,0.0001
386,3,midRight,lowA,4.25436602245709,1,0,1,0,0,0.37905797865936997,0.46734475568114814,0.04512876771054239,0.0001
387,3,downRight,lowC,3.2475364136450793,1,0,0,0,1,0.23338889047574693,0.28774773290314437,0.02778612670745546,0.3843539386453414
388,3,midLeft,high,5.118171546302178,1,100,0,0,0,0.9999,0.17716847527308044,0.01710813028077452,0.2366496534585004
389,3,downRight,lowC,5.026322327983655,1,0,0,0,1,0.6156460613546586,0.10908398239632183,0.010533606385139716,0.5299993656545775
390,3,downRight,lowC,7.63989473967715,1,0,0,0,1,0.37905797865936997,0.06716384050322677,0.006485621845056055,0.7106170223332828
391,3,midLeft,high,6.185998045607354,1,100,0,0,0,0.9999,0.041353289200184065,0.003993246869031398,0.43753232416347737
392,3,midLeft,high,11.608138957027917,0,0,0,0,0,0.6156460613546586,0.025461535773730833,0.0024586725741934214,0.2693919912857231
393,3,downLeft,lowB,3.3621232678874824,1,0,0,1,0,0.37905797865936997,0.015676861901328262,0.3858061913509394,0.16586670506605056
394,3,midRight,lowA,3.194357589201724,0,0,0,0,0,0.23338889047574693,0.00965236352030568,0.23754381653310092,0.10212539622341116
395,3,downLeft,lowB,5.150101724905391,1,0,0,1,0,0.14369932111743913,0.005943033887428322,0.530549908683967,0.06287938588781579
396,3,midRight,lowA,3.3831565659495966,0,0,0,0,0,0.08847676874216394,0.0036591713224247546,0.32666362799615767,0.038715317794012896
397,3,downRight,lowC,3.5319895444897815,1,0,0,0,1,0.05447582177967817,0.002252979710443762,0.2011292888925471,0.4081296845277721
398,3,midRight,lowA,3.120363172515643,1,0,1,0,0,0.03354117923564076,0.38567954468485655,0.12383683821358127,0.251288561657608
399,3,midLeft,high,3.534988841070451,1,100,0,0,0,0.9999,0.2374658392142114,0.07624728642544792,0.15472028527651127
400,4,downLeft,lowC,3.9220796009024212,1,0,0,1,0,0.6156460613546586,0.14620952957146505,0.4312384040625552,0.09526246048820217
401,4,downRight,lowB,3.9637454754019585,0,0,0,0,0,0.37905797865936997,0.09002232324551449,0.26551677664364526,0.05865382397691314
402,4,downLeft,lowC,5.3980137742199,0,0,0,0,0,0.23338889047574693,0.05542743148324524,0.1634807058348283,0.03611360707548356
403,4,downRight,lowB,3.5101775806648208,0,0,0,0,0,0.14369932111743913,0.03412709259292443,0.10065631828652025,0.022235423499681155
404,4,downLeft,lowC,4.188318200602562,1,0,0,1,0,0.08847676874216394,0.021012311371456815,0.4462672312720257,0.013690519952126735
405,4,downLeft,lowC,6.914441037412914,0,0,0,0,0,0.05447582177967817,0.012937440479843078,0.274770140258297,0.008429357622186412
406,4,downRight,lowB,3.2520525327690164,1,0,0,0,1,0.03354117923564076,0.007965680843510067,0.16917807243513117,0.3894823877039607
407,4,midLeft,high,3.704115568174379,1,100,0,0,0,0.9999,0.004904530490364264,0.10416423038530016,0.23980727868482
408,4,downRight,lowB,5.18168056527017,1,0,0,0,1,0.6156460613546586,0.0030197568548720787,0.06413471164191349,0.5319435396057903
409,4,midLeft,high,8.358061001644842,0,0,0,0,0,0.37905797865936997,0.0018592873426849952,0.03948823144160497,0.32752169719107976
410,4,downRight,lowB,5.964188196535035,0,0,0,0,0,0.23338889047574693,0.0011447774071913059,0.024313205477433035,0.20165760864474588
411,4,midRight,lowA,3.199035242270167,1,0,1,0,0,0.14369932111743913,0.38499721606881343,0.014969826173705531,0.12416212871720868
412,4,midLeft,high,4.3042588075449935,1,100,0,0,0,0.9999,0.23704572427770124,0.009217036226628353,0.07644757027118679
413,4,downRight,lowB,3.7407525661575614,0,0,0,0,0,0.6156460613546586,0.14595086159868903,0.0056749995502419735,0.04706935247283692
414,4,downLeft,lowC,3.1479443983622044,1,0,0,1,0,0.37905797865936997,0.08986305940049184,0.3877865084174791,0.028980959556371845
415,4,downLeft,lowC,6.0576603169802805,1,0,0,1,0,0.23338889047574693,0.05532937151834436,0.6230554807471123,0.017843797984957478
416,4,midRight,lowA,3.649067465896912,0,0,0,0,0,0.14369932111743913,0.03406671632412975,0.38362001472886587,0.010986562605307795
417,4,midLeft,high,4.580311398895713,1,100,0,0,0,0.9999,0.02097513724196113,0.23619777090173255,0.006764510446828804
418,4,downRight,lowB,3.174696371417414,0,0,0,0,0,0.6156460613546586,0.012914552084595245,0.145428770233425,0.00416496070965356
419,4,midRight,lowA,3.202871338845407,0,0,0,0,0,0.37905797865936997,0.007951588283869045,0.08954160376223594,0.002564398096404759
420,4,midLeft,high,6.466953870255873,1,100,0,0,0,0.9999,0.004895853593837211,0.055131448828482886,0.0015789194797449484
421,4,downLeft,lowC,3.6784061552042386,1,0,0,1,0,0.6156460613546586,0.003014414423457275,0.41823722169554234,0.000972152774178542
422,4,midRight,lowA,3.198285155928257,1,0,1,0,0,0.37905797865936997,0.38614836584901846,0.2575118494337192,0.0005985618826462888
423,4,downLeft,lowC,5.247479860500912,1,0,0,1,0,0.23338889047574693,0.2377544959830843,0.5428443789392584,0.0003685391194401611
424,4,midRight,lowA,5.028940618397245,1,0,1,0,0,0.14369932111743913,0.5306796256292522,0.3342334271651868,0.0002269123485733066
425,4,midLeft,high,4.308252818875989,1,100,0,0,0,0.9999,0.32674349570938477,0.20579007201451785,0.00013971166483837542
426,4,downRight,lowB,3.1061503277650857,1,0,0,0,1,0.6156460613546586,0.20117846405314083,0.1267065179534248,0.3843783894204665
427,4,downRight,lowB,6.226872942302251,0,0,0,0,0,0.37905797865936997,0.12386711573526944,0.07801417014300362,0.2366647079873561
428,4,midLeft,high,6.400730040809463,0,0,0,0,0,0.23338889047574693,0.07626592852663294,0.048033919970389416,0.14571626696076226
429,4,downLeft,lowC,3.4639813104791477,1,0,0,1,0,0.14369932111743913,0.04695751426440391,0.41386721900843737,0.0897186176914664
430,4,midLeft,high,4.457124112046781,0,0,0,0,0,0.08847676874216394,0.028912099917877254,0.254821205426893,0.055240437655701254
431,4,downRight,lowB,3.7441844137450473,1,0,0,0,1,0.05447582177967817,0.01780140057999148,0.15689536100681373,0.41830432694827624
432,4,downLeft,lowC,4.530338111242867,1,0,0,1,0,0.03354117923564076,0.010960458199488238,0.48089403909791334,0.2575531666499826
433,4,downLeft,lowC,7.23729049401881,1,0,0,1,0,0.020651560045617454,0.0067484377649338,0.6803824979947044,0.15857745038252008
434,4,midLeft,high,3.415848067214982,1,100,0,0,0,0.9999,0.004155064636742204,0.4189166967747611,0.09763734648231051
435,4,midLeft,high,11.449611616554966,1,100,0,0,0,0.9999,0.002558305008785242,0.25793020742582806,0.060116059408895486
436,4,midLeft,high,11.724886553787524,0,0,0,0,0,0.6156460613546586,0.001575167919194449,0.15880959726582775,0.03701391659090826
437,4,downRight,lowB,3.5724846049896954,1,0,0,0,1,0.37905797865936997,0.0009698429097152472,0.09778028109013542,0.40708211882172607
438,4,midRight,lowA,3.216495759892352,1,0,1,0,0,0.23338889047574693,0.3848895075635967,0.06020406533782706,0.2506435674572505
439,4,midRight,lowA,6.4977255651395645,1,0,1,0,0,0.14369932111743913,0.6212717752111249,0.03706810251302305,0.15432315742467945
440,4,midRight,lowA,8.245804504962894,1,0,1,0,0,0.08847676874216394,0.7668141414990371,0.022823113625395904,0.09501794583890273
441,4,midRight,lowA,9.665659621655319,1,0,1,0,0,0.05447582177967817,0.8564256872189994,0.014052365247849617,0.058503274441174855
442,4,midRight,lowA,10.298114020591179,0,0,0,0,0,0.03354117923564076,0.52730783196253,0.008652148532408938,0.036020912577317696
443,4,midRight,lowA,7.486682727541909,1,0,1,0,0,0.020651560045617454,0.7089598244969868,0.005327193885621615,0.022178350789705092
444,4,downLeft,lowC,3.2080086624855304,1,0,0,1,0,0.01271532313522714,0.4365119748077407,0.3875723618152785,0.013655379849008824
445,4,midLeft,high,3.2386207459114082,1,100,0,0,0,0.9999,0.26876375439996947,0.23863126116761565,0.008407721592503305
446,4,midRight,lowA,5.3750463963235395,1,0,1,0,0,0.6156460613546586,0.5497722627028436,0.14692708876281374,0.0051766983532265005
447,4,midRight,lowA,7.708454212373828,1,0,1,0,0,0.37905797865936997,0.7227913459549813,0.09046412991612421,0.0031873326852535676
448,4,midRight,lowA,9.288196691891832,1,0,1,0,0,0.23338889047574693,0.8293205160153596,0.05569945522226024,0.0019624650604093677
449,4,midLeft,high,5.111090583460516,1,100,0,0,0,0.9999,0.5106189711825875,0.034294579685153204,0.0012083047154587052
450,4,downRight,lowB,3.0589510928977943,0,0,0,0,0,0.6156460613546586,0.314391997661294,0.0211154344524233,0.0007439624352319366
451,4,downLeft,lowC,3.2491697674851685,1,0,0,1,0,0.37905797865936997,0.19357355243684238,0.3972933020299713,0.0004580633493813002
452,4,midRight,lowA,4.7919607228431325,1,0,1,0,0,0.23338889047574693,0.5034770814936622,0.24461651824916356,0.0002820331002075411
453,4,downRight,lowB,3.1858669040112964,1,0,0,0,1,0.14369932111743913,0.30999468167207883,0.15061225722811034,0.38446601781443723
454,4,downRight,lowB,6.322463754233421,0,0,0,0,0,0.08847676874216394,0.19086609142144867,0.09273311626584743,0.23671866145831413
455,4,midRight,lowA,4.731427190672465,1,0,1,0,0,0.05447582177967817,0.5018100770828228,0.05709648743495609,0.1457494865246104
456,4,downRight,lowB,4.453207354701207,1,0,0,0,1,0.03354117923564076,0.30896829433355083,0.03515474308082456,0.47403143911259293
457,4,downLeft,lowC,3.531498342577212,1,0,0,1,0,0.020651560045617454,0.1902341369036078,0.4059374115021362,0.29186477492544105
458,4,downLeft,lowC,6.395501860162776,1,0,0,1,0,0.01271532313522714,0.11712860998090714,0.6342311303061675,0.1797033694679585
459,4,downLeft,lowC,8.711541422910743,1,0,0,1,0,0.007828921499204278,0.0721169791046019,0.7747933153383806,0.11064473609871954
460,4,midLeft,high,3.043572310386413,1,100,0,0,0,0.9999,0.04440297443998837,0.47704615756774876,0.06812480846964927
461,4,midRight,lowA,3.5956811854047843,1,0,1,0,0,0.6156460613546586,0.41163161813356514,0.2937209600869671,0.041944964511331194
462,4,midRight,lowA,6.573076127567457,0,0,0,0,0,0.37905797865936997,0.25344472890586484,0.180846236838534,0.025825834778539836
463,4,midLeft,high,6.258028784129141,1,100,0,0,0,0.9999,0.15604785390738563,0.11134840826128135,0.01590116357896211
464,4,downLeft,lowC,4.042093157245413,1,0,0,1,0,0.6156460613546586,0.09607985462639176,0.4528504326727771,0.009790467775121683
465,4,midRight,lowA,4.181133949018085,1,0,1,0,0,0.37905797865936997,0.44344946766837445,0.27882346760450866,0.006028065731146486
466,4,downRight,lowB,3.2268990784381444,0,0,0,0,0,0.23338889047574693,0.273035221702025,0.17167373701766575,0.003711526077575082
467,4,downRight,lowB,3.2568305099924975,1,0,0,0,1,0.14369932111743913,0.16810986983893159,0.10570083011597298,0.38657758281489707
468,4,midLeft,high,4.4540876376180725,1,100,0,0,0,0.9999,0.10350652989417196,0.06508080782359901,0.2380187681448102
469,4,midRight,lowA,4.031961142727791,1,0,1,0,0,0.6156460613546586,0.44802212831200783,0.040070750081386323,0.1465499721340535
470,4,downLeft,lowC,3.755280728854297,1,0,0,1,0,0.37905797865936997,0.27585064375939505,0.408964234531927,0.09023193632959797
471,4,midRight,lowA,5.3217456781275105,1,0,1,0,0,0.23338889047574693,0.554135714569417,0.25180240046455016,0.055556491858907216
472,4,midLeft,high,5.200193089247625,1,100,0,0,0,0.9999,0.34118558868947985,0.15503665975162392,0.034206556051223504
473,4,midLeft,high,11.660085569864627,1,100,0,0,0,0.9999,0.2100705709247413,0.09545725466713631,0.021061237629206035
474,4,midRight,lowA,4.7674323023231615,1,0,1,0,0,0.6156460613546586,0.5136344216838513,0.05877376023957503,0.012967564750150238
475,4,downLeft,lowC,3.597515042470869,0,0,0,0,0,0.37905797865936997,0.31624863354919586,0.03618745274777218,0.007984228586650165
476,4,midRight,lowA,5.77280197246303,1,0,1,0,0,0.23338889047574693,0.5790090652052171,0.02228089084370813,0.004915950477374184
477,4,midLeft,high,4.984928257596583,1,100,0,0,0,0.9999,0.3565003005122859,0.013718514542856271,0.0030267882280327735
