Trial,switch,t_pos,t_frequency,resp_speed,Resp,Reward_midLeft,Reward_midRight,Reward_downLeft,Reward_downRight,Pval_midLeft,Pval_midRight,Pval_downLeft,Pval_downRight,simulated_RS
53,0,midLeft,lowA,3.8592559018839134,1,1,0,0,0,0.8000200000000001,0.0384021299262917,0.1600039999999999,0.0015998399999999,4.13063813182431
54,0,downLeft,lowC,4.516062176025594,1,0,0,1,0,0.1600039999999999,0.0076804259852583,0.8320008,0.0003199679999999,4.435884244722694
55,0,downLeft,lowC,6.0993967667471,1,0,0,1,0,0.0320007999999999,0.0015360851970516,0.96640016,0.0001,6.098242128945468
56,0,midLeft,lowA,4.106214091199406,1,1,0,0,0,0.80640016,0.0003072170394103,0.193280032,0.0001,4.080910092006666
57,0,downRight,high,4.087205027230253,1,0,0,0,100,0.1612800319999999,0.0001,0.0386560064,0.9999,4.095379697355368
58,0,downLeft,lowC,4.206519338847683,0,0,0,0,0,0.0322560063999999,0.0001,0.0077312012799999,0.1999799999999999,4.125097977052737
59,0,downRight,high,4.617506701418483,0,0,0,0,0,0.0064512012799999,0.0001,0.0015462402559999,0.0399959999999999,4.5593021915267755
60,0,midLeft,lowA,4.116080842322904,0,0,0,0,0,0.0012902402559999,0.0001,0.0003092480511999,0.0079991999999999,4.05535664368778
61,0,midLeft,lowA,3.865325829147927,1,1,0,0,0,0.8002580480512,0.0001,0.0001,0.0015998399999999,4.017681277124086
62,0,downRight,high,3.938728618647106,1,0,0,0,100,0.16005160961024,0.0001,0.0001,0.9999,4.018909398468284
63,0,downLeft,lowC,4.015270792969812,1,0,0,1,0,0.032010321922048,0.0001,0.8000200000000001,0.1999799999999999,4.074114012585408
64,0,midRight,lowB,3.986684986444249,1,0,1,0,0,0.0064020643844096,0.8000200000000001,0.1600039999999999,0.0399959999999999,3.870244931090093
65,0,midRight,lowB,5.961081936063393,0,0,0,0,0,0.0012804128768819,0.1600039999999999,0.0320007999999999,0.0079991999999999,5.978994730056803
66,0,downRight,high,4.082454680677987,1,0,0,0,100,0.0002560825753763,0.0320007999999999,0.0064001599999999,0.9999,3.9078961819643143
67,0,downLeft,lowC,3.940908366924788,1,0,0,1,0,0.0001,0.0064001599999999,0.8012800320000001,0.1999799999999999,4.072085825753563
68,0,downLeft,lowC,6.065609460104793,1,0,0,1,0,0.0001,0.0012800319999999,0.9602560064,0.0399959999999999,5.951820887218774
69,0,midRight,lowB,4.120596016153038,0,0,0,0,0,0.0001,0.0002560063999999,0.1920512012799999,0.0079991999999999,3.94528101080042
70,0,downLeft,lowC,4.600674805928259,1,0,0,1,0,0.0001,0.0001,0.8384102402560001,0.0015998399999999,4.494139547832865
