Trial,switch,t_pos,t_frequency,resp_speed,Resp,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight
660,6,midRight,lowC,0.12925813175167516,1,0,1,0,0,0.22205327488490134,0.7778522106165412,9.451144807058219e-05,3.0504868533060222e-09
661,6,downRight,lowB,0.2541241695271292,1,0,0,0,1,0.04932864666333625,0.1727981578911062,2.0995510333862705e-05,0.7778521999352237
662,6,midLeft,high,0.32420117336730236,1,1,0,0,0,0.7888104496274256,0.038386730747853315,4.6641064461326714e-06,0.17279815551827493
663,6,downRight,lowB,0.9255240118265783,1,0,0,0,1,0.1752325065873841,0.008527527813327631,1.0361209894369885e-06,0.8162389294782988
665,6,downRight,lowB,3.7453938816132357,1,0,0,0,1,0.038927515956971664,0.0018943715495006808,2.3017199910650296e-07,0.9591778823215286
666,6,midRight,lowC,0.235111362659616,1,0,1,0,0,0.008647662058207311,0.7782730297310754,5.113220339399939e-08,0.21307925707851394
668,6,downLeft,lowA,0.34920780005437113,1,0,0,1,0,0.0019210591077945549,0.17289164193191034,0.7778522106164714,0.04733508834382386
671,6,midLeft,high,0.3208112915711695,1,1,0,0,0,0.7782789583134576,0.038407498021922476,0.17279815789109065,0.010515385773529354
672,6,downLeft,lowA,1.134548879662014,1,0,0,1,0,0.17289295895344803,0.008532141217589509,0.8162389300054146,0.002335969823547838
673,6,midLeft,high,0.8297241522969176,1,1,0,0,0,0.8162599898529255,0.0018953964071113931,0.18132568318106138,0.0005189305589018467
674,6,downRight,lowB,0.35767994867435404,1,0,0,0,1,0.18133036157986993,0.00042105814337490936,0.04028110173679236,0.7779674785399628
676,6,midRight,lowC,0.2505168718411142,1,0,1,0,0,0.04028214103279868,0.7779457363981003,0.008948358162310712,0.1728237644067904
677,6,midLeft,high,0.33033444261515543,1,1,0,0,0,0.7868007882971976,0.17281893443779217,0.0019878580860129436,0.038392419178997245
680,6,midLeft,high,3.586300470056415,1,1,0,0,0,0.9526382640002016,0.03839134621200663,0.00044159830199584204,0.008528791485795929
681,6,midLeft,high,4.335966979230593,1,1,0,0,0,0.989478694508301,0.008528553128538695,9.810009159997007e-05,0.0018946522715603724
682,6,midLeft,high,4.478781433985871,1,1,0,0,0,0.9976627151240798,0.0018945993210198863,2.179271960156479e-05,0.0004208928352987958
683,6,midRight,lowC,0.4984252187418743,1,0,1,0,0,0.22162857804754102,0.7782730803300175,4.841204731684179e-06,9.350041770987554e-05
684,6,midLeft,high,1.2069566980619286,1,1,0,0,0,0.8270865004524992,0.172891653172354,1.0754629840875117e-06,2.0770912162747888e-05
685,6,midLeft,high,3.7794373235055705,1,1,0,0,0,0.9615876463568445,0.03840750051896232,2.389117366949373e-07,4.614212456368741e-06
686,6,midLeft,high,4.34233452926965,1,1,0,0,0,0.9914667801168323,0.00853214177230142,5.3073716878336074e-08,1.0250371493406655e-06
689,6,downRight,lowB,0.1945374192834856,1,0,0,0,1,0.22025216471213793,0.001895396530339424,1.1790209481749021e-08,0.7778524269673132
690,6,downRight,lowB,3.508027229387591,1,0,0,0,1,0.04892853399956204,0.0004210581707497455,2.6191691066631527e-09,0.9506504052105191
691,6,downLeft,lowA,0.4749812882223988,1,0,0,1,0,0.010869366221554176,9.353714661668872e-05,0.7778521998394075,0.2111848967924217
692,6,midLeft,high,0.3803425217959998,1,1,0,0,0,0.7802668050591471,2.0779071408620118e-05,0.17279815549698962,0.046914260372454636
693,6,midRight,lowC,0.22483012423623075,1,0,1,0,0,0.17333455473621595,0.7778568152825797,0.03838673021600558,0.010421899765198778
694,6,midLeft,high,0.8817677316014736,1,1,0,0,0,0.8163580893848844,0.17279918080753975,0.008527527695178824,0.0023152021123970107
696,6,downLeft,lowA,0.414472617817769,1,0,0,1,0,0.18135215417514838,0.03838695798648939,0.779746570780819,0.0005143170575432363
698,6,midLeft,high,0.8933460930300432,1,1,0,0,0,0.8181391814674771,0.00852757829389088,0.17321898583541454,0.00011425440321755045
699,6,midLeft,high,3.5517785211358106,1,1,0,0,0,0.9596000191217807,0.0018943827636467869,0.03848021675017237,2.538136439991824e-05
700,7,downLeft,lowA,0.5547942593715726,1,0,0,1,0,0.21317303384030242,0.0004208329647085103,0.7864004947807078,5.6384142812841776e-06
702,7,downRight,lowB,0.2171198599883901,1,0,0,0,1,0.047355920645215904,9.348711758991443e-05,0.1746971404182972,0.777853451818897
703,7,downRight,lowB,3.4126536737617843,1,0,0,0,1,0.010520013623467994,2.0767957570348928e-05,0.03880858553991712,0.9506506328790445
704,7,midLeft,high,0.23048812467259155,1,1,0,0,0,0.7801891971477987,4.613556100165223e-06,0.008621241927617262,0.21118494736848392
705,7,midLeft,high,3.5801825568191514,1,1,0,0,0,0.9511695135669544,1.0248913412535504e-06,0.0019151899338886481,0.04691427160781564
706,7,midLeft,high,4.06761963341876,1,1,0,0,0,0.9891524148297157,2.2767735745944095e-07,0.0004254552318174131,0.010421902261109514
707,7,midLeft,high,4.3954230924866495,1,1,0,0,0,0.9975902328110551,5.05780242384641e-08,9.451394406260127e-05,0.002315202666858092
708,7,downLeft,lowA,0.34612510748813907,1,0,0,1,0,0.2216124762611098,1.123579685047238e-08,0.7778731953223778,0.0005143171807155461
709,7,midLeft,high,1.1264977272634997,1,1,0,0,0,0.8270829234760555,2.4960075599212204e-09,0.172802819597357,0.00011425443058000817
710,7,midLeft,high,3.6314445445409596,1,1,0,0,0,0.9615868517393944,5.544825900729913e-10,0.03838776633564464,2.5381370478428053e-05
711,7,midLeft,high,4.243311218412136,1,1,0,0,0,0.9914666035943134,1.2317708793468427e-10,0.008527757866877948,5.638415631611762e-06
712,7,downLeft,lowA,0.197513494620201,1,0,0,1,0,0.2202521254980485,2.7363519186547664e-11,0.7797466219129557,1.2525616322343217e-06
713,7,downRight,lowB,0.1491392429031066,1,0,0,0,1,0.04892852528823832,6.0787456078649944e-12,0.17321899719430622,0.7778524775113766
714,7,midLeft,high,0.3542104438378427,1,1,0,0,0,0.7887215635439175,1.350379968059946e-12,0.038480219273525185,0.17279821718120691
715,7,midLeft,high,3.5522420650249735,1,1,0,0,0,0.9530649599969809,2.99983940071157e-13,0.00854829608370029,0.038386743919018806
716,7,midRight,lowC,0.09499939740985963,1,0,1,0,0,0.21172128482800634,0.7778521992576314,0.0018989851750891911,0.008527530739273079
720,7,midRight,lowC,3.5715509688242038,1,0,1,0,0,0.04703341779490433,0.9506503546253141,0.000421855380288552,0.0018943721994930272
721,7,midLeft,high,0.5295849116496667,1,1,0,0,0,0.7883005695821029,0.21118488555502968,9.371424496246546e-05,0.0004208306179049857
722,7,midRight,lowC,1.1390126491505153,1,0,1,0,0,0.1751192378566732,0.8247664571336576,2.081841341664954e-05,9.348659625267268e-05
723,7,downRight,lowB,0.46052218838195064,1,0,0,0,1,0.03890235355755137,0.18322005457837198,4.624764755455501e-06,0.7778729670993212
724,7,downLeft,lowA,0.32943735754898495,1,0,0,1,0,0.008642072286514688,0.04070193217649429,0.7778532266388841,0.17280276889810686
726,7,downLeft,lowA,3.635741010417364,1,0,0,1,0,0.0019198173523063864,0.009041844718975971,0.9506505828558,0.03838775507291773
727,7,midLeft,high,0.13664452117686507,1,1,0,0,0,0.7782786824602068,0.002008625918975114,0.21118493625593016,0.008527755364887934
730,7,downLeft,lowA,1.1434626993845867,1,0,0,1,0,0.172892897673255,0.0004462118304145745,0.824766468396751,0.0018944220995793576
732,7,midLeft,high,0.8950170194032001,1,1,0,0,0,0.8162599762396653,9.912497679185418e-05,0.18322005708044342,0.00042084170309942084
733,7,midLeft,high,3.6272829413638155,1,1,0,0,0,0.9591825578132789,2.2020395592955335e-05,0.04070193273232395,9.348905880423724e-05
735,7,midLeft,high,4.439800955843607,1,1,0,0,0,0.9909324949862884,4.89178245245344e-06,0.009041844842452303,2.07683888068415e-05
736,7,downRight,lowB,0.07755298805501229,1,0,0,0,1,0.2201334744454182,1.0866987135229679e-06,0.0020086259464051097,0.7778568129094632
737,7,midLeft,high,1.1008619120244323,1,1,0,0,0,0.8267543664754056,2.4140772927876104e-07,0.00044621183650808764,0.17279918028035715
738,7,midLeft,high,3.73577776927175,1,1,0,0,0,0.9615138635242815,5.362819614150197e-08,9.912497814551475e-05,0.03838695786937693
740,7,midLeft,high,4.389606258074956,1,1,0,0,0,0.9914503894228459,1.1913385830618616e-08,2.2020395893668064e-05,0.008527578267874602
741,7,midLeft,high,4.370724896035053,1,1,0,0,0,0.9981007228130809,2.6465324616680157e-09,4.891782519256113e-06,0.001894382757867328
742,7,midRight,lowC,0.22131731435313487,1,0,1,0,0,0.22172588049236086,0.7778521998454861,1.0866987283630347e-06,0.000420832963424616
744,7,midLeft,high,1.0911349568876143,1,1,0,0,0,0.8271081159766227,0.17279815549834,2.414077325754492e-07,9.348711730470014e-05
745,7,midLeft,high,3.708031304690434,1,1,0,0,0,0.9615924481979906,0.03838673021630557,5.362819687385399e-08,2.07679575069892e-05
746,7,midLeft,high,4.294733012895722,1,1,0,0,0,0.9914678468352826,0.00852752769524547,1.1913385993309003e-08,4.613556086089999e-06
747,7,midRight,lowC,0.16389853420543307,1,0,1,0,0,0.22025240168129567,0.7797465707808338,2.6465324978093266e-09,1.0248913381267706e-06
749,7,midLeft,high,1.2145300957264282,1,1,0,0,0,0.826780785899304,0.17321898583541784,5.879213739817256e-10,2.2767735676483367e-07
750,7,midRight,lowC,0.8142769305512976,1,0,1,0,0,0.1836675332836326,0.8163324160077379,1.306054402395111e-10,5.05780240841586e-08
751,7,midLeft,high,0.9800334944168569,1,1,0,0,0,0.8186535378443118,0.18134645089087764,2.9013711314204945e-11,1.1235796816193751e-08
752,7,downRight,lowB,0.23246284405361203,1,0,0,0,1,0.1818620830021278,0.040285715237854514,6.44533215982654e-12,0.7778522017535723
753,7,midLeft,high,1.0909962253578556,1,1,0,0,0,0.8182524610349257,0.00894938304142539,1.4318163643599558e-12,0.17279815592221714
754,7,midLeft,high,3.6209468843333195,1,1,0,0,0,0.9596251839285587,0.001988085760654296,3.180748564095934e-13,0.038386730310468936
755,7,midLeft,high,4.301542212128653,1,1,0,0,0,0.9910308234043491,0.00044164887941670336,7.065962982285705e-14,0.008527527716163654
756,7,midLeft,high,4.247783686590861,1,1,0,0,0,0.9980075171448056,9.811132726278161e-05,1.569688136642228e-14,0.0018943715279159173
758,7,midRight,lowC,-0.015785396561015963,1,0,1,0,0,0.2217051750581368,0.7778739944731441,3.4870276740656217e-15,0.00042083046871560785
760,7,downRight,lowB,0.21751860227431083,1,0,0,0,1,0.0492513170523817,0.17280299712694214,7.74635528921687e-16,0.7779456858206754
761,7,midLeft,high,0.33263240890514556,1,1,0,0,0,0.7887932710244198,0.03838780577345155,1.7208357912690588e-16,0.17281892320212855
763,7,downRight,lowB,0.9282292394033014,1,0,0,0,1,0.17522869039850653,0.00852776662790002,3.8227988646928986e-17,0.8162435429735935
764,7,downRight,lowB,3.4684184819801227,1,0,0,0,1,0.03892666819900531,0.0018944246016327224,8.49226360472206e-18,0.9591789071993619
766,7,midLeft,high,0.37222480546720926,1,1,0,0,0,0.7864996729882043,0.00042084225892507327,1.886537683114031e-18,0.21307948475287064
767,7,downRight,lowB,1.1009857036549564,1,0,0,0,1,0.17471917263897407,9.348918227968352e-05,4.1909019732151127e-19,0.8251873381787462
768,7,midLeft,high,1.0706941831188652,1,1,0,0,0,0.8166656792068507,2.0768416236640344e-05,9.309996564768694e-20,0.1833135523769126
770,7,midRight,lowC,0.35364303624572685,1,0,1,0,0,0.18142048457762905,0.7778568129155566,2.0681952617829918e-20,0.04072270250681434
771,7,downLeft,lowA,0.13286408082520706,1,0,0,1,0,0.04030216165854719,0.17279918028171082,0.7778521992575648,0.009046458802177262
772,7,midRight,lowC,0.8500525888284365,1,0,1,0,0,0.008953036577612351,0.8162391571272424,0.17279815536773457,0.0020096509274107237
773,7,midLeft,high,0.3191788089115217,1,1,0,0,0,0.779841096643248,0.18132573363567595,0.038386730187291856,0.0004464395337842877
775,7,midLeft,high,3.4044283168996983,1,1,0,0,0,0.9510921838054311,0.04028111294517403,0.008527527688800135,9.917556059465762e-05
776,7,midLeft,high,4.285360871082581,1,1,0,0,0,0.9891352361932614,0.008948360652228054,0.0018943715218371715,2.2031632673501313e-05
779,7,midLeft,high,4.5179639862753485,1,1,0,0,0,0.997586416614747,0.0019878586391426055,0.00042083046736522776,4.894278745183495e-06
780,7,midLeft,high,4.487531914548993,1,1,0,0,0,0.9994638277590576,0.00044159842487238003,9.348656281059653e-05,1.087253259462959e-06
781,7,midRight,lowC,0.2097641942472138,1,0,1,0,0,0.22202869125829072,0.7779502993764614,2.0767834327343554e-05,2.415309204397406e-07
782,7,midRight,lowC,3.58644439967155,1,0,1,0,0,0.04932318546475045,0.9506721473509647,4.613528722002623e-06,5.3655562786984466e-08
784,7,midLeft,high,0.5345582240295638,1,1,0,0,0,0.7888092364341703,0.21118972676110515,1.0248852592549405e-06,1.191946527072625e-08
785,7,midLeft,high,3.4185612819101148,1,1,0,0,0,0.9530844363367353,0.04691533333937534,2.276760063568256e-07,2.6478829959176725e-09
786,7,midLeft,high,4.138172068600069,1,1,0,0,0,0.989577810711614,0.010422138122440479,5.05777240939895e-08,5.882213841664014e-10
787,7,midLeft,high,4.164687893989852,1,1,0,0,0,0.9976847335706637,0.0023152550629340456,1.1235730174037446e-08,1.3067208684223721e-10
788,7,downRight,lowB,0.2495738381542374,1,0,0,0,1,0.22163346939702533,0.0005143288203885868,2.4959927478978378e-09,0.7778521992865933
790,7,downLeft,lowA,0.12435765000465751,1,0,0,1,0,0.049235387797465,0.00011425701630777554,0.7778521998120441,0.1727981553741832
792,7,midLeft,high,0.39293645142294464,1,1,0,0,0,0.7887897323754725,2.538194489216489e-05,0.1727981554909109,0.0383867301887244
795,7,midLeft,high,3.735727729299163,1,1,0,0,0,0.9530801035529901,5.638543236360118e-06,0.038386730214655225,0.008527527689118372
796,7,midLeft,high,4.221820912353307,1,1,0,0,0,0.989576848193234,1.2525899793485336e-06,0.008527527694878845,0.0018943715219078673
797,7,downLeft,lowA,0.19417050406519512,1,0,0,1,0,0.2198323204917576,2.782601091442891e-07,0.7797465707807523,0.00042083046738093264
798,7,midLeft,high,1.1903813098808411,1,1,0,0,0,0.8266874657869149,6.181487128075382e-08,0.17321898583539974,9.348656281408531e-05
799,7,midLeft,high,3.631157261038243,1,1,0,0,0,0.961499001683465,1.3732037708196183e-08,0.038480216750169105,2.0767834328118583e-05
801,8,midRight,lowC,0.32687773771352774,1,0,1,0,0,0.21359488864002876,0.7778522023081068,0.008548295523142286,4.613528722174795e-06
802,8,downLeft,high,0.2956784621341675,1,0,0,1,0,0.047449634761207754,0.17279815604540572,0.7797511843081273,1.0248852592931883e-06
803,8,midLeft,lowB,0.462288521904789,1,1,0,0,0,0.7883930312657988,0.03838673033783502,0.17322001072035975,2.276760063653223e-07
804,8,midLeft,lowB,3.3179731388012645,1,1,0,0,0,0.9529919772739239,0.008527527722242967,0.038480444426108984,5.057772409587703e-08
806,8,downLeft,high,0.2687070870456695,1,0,0,1,0,0.21170507187658705,0.001894371529266423,0.7864005453584164,1.1235730174456754e-08
807,8,downLeft,high,3.529901927703462,1,0,0,1,0,0.047029816123402984,0.0004208304690156196,0.9525493509115887,2.4959927479909866e-09
808,8,downLeft,high,4.096088649943888,1,0,0,1,0,0.010447570221135093,9.348656317722745e-05,0.9894589426612084,5.544792996352652e-10
809,8,midLeft,lowB,0.2210446346742699,1,1,0,0,0,0.7801731040052922,2.0767834408789814e-05,0.21980612803712277,1.2317635697117993e-10
810,8,downRight,lowA,0.28828647711557187,1,0,0,0,1,0.17331373925317484,4.613528740095731e-06,0.048829447933156966,0.7778521992849281
811,8,downLeft,high,0.43856862216182557,1,0,0,1,0,0.03850126601354065,1.0248852632742847e-06,0.7886995537273829,0.17279815537381327
812,8,midLeft,lowB,0.4047724557080828,1,1,0,0,0,0.7864051708282723,2.2767600724971405e-07,0.17520787130707827,0.03838673018864222
813,8,downLeft,high,1.0210496889339717,1,0,0,1,0,0.17469817919197983,5.0577724292342724e-08,0.8167742425411958,0.008527527689100114
814,8,downLeft,high,3.6714230536262806,1,0,0,1,0,0.03880881630120617,1.1235730218101179e-08,0.9592968009411598,0.0018943715219038116
815,8,downRight,lowA,0.22321112503371135,1,0,0,0,1,0.008621293190730121,2.4959927576864996e-09,0.2131056745883323,0.7782730297249448
816,8,midRight,lowC,0.35682432380404216,1,0,1,0,0,0.0019152013218764283,0.7778521998120441,0.04734095693553109,0.1728916419305484
817,8,downLeft,high,0.46436030187381194,1,0,0,1,0,0.0004254577616338534,0.17279815549091093,0.7883688887258353,0.03840749802161991
819,8,downLeft,high,3.575747412312801,1,0,0,1,0,9.451450605575977e-05,0.03838673021465522,0.9529866140617668,0.008532141217522295
820,8,downLeft,high,4.218092407644995,1,0,0,1,0,2.0996189658544607e-05,0.008527527694878845,0.9895560797083661,0.0018953964070964613
821,8,downLeft,high,4.388236314111764,1,0,0,1,0,4.664257356616745e-06,0.0018943715231875434,0.9976799060760843,0.00042105814337159236
823,8,downLeft,high,4.497627789932423,1,0,0,1,0,1.0361545138691346e-06,0.0004208304676652098,0.9994845962372862,9.353714053469221e-05
824,8,downLeft,high,4.259298688852841,1,0,0,1,0,2.301794464853753e-07,9.348656287723684e-05,0.9998855041876188,2.0779070057517972e-05
826,8,downLeft,high,4.335573657927963,1,0,0,1,0,5.113385781283719e-08,2.076783434214755e-05,0.9999745650070853,4.616024714750606e-06
827,8,midRight,lowC,0.4311287315457839,1,0,1,0,0,1.135927405659817e-08,0.77785681278629,0.22214215041469731,1.025439738554574e-06
829,8,downLeft,high,1.078237033069464,1,0,0,1,0,2.523437749703885e-09,0.17279918025299448,0.8272005894243851,2.2779918271379645e-07
831,8,midRight,lowC,1.1219158404766916,1,0,1,0,0,5.605761464071577e-10,0.8162391571208631,0.18376079171347326,5.060508745079405e-08
832,8,downRight,lowA,0.28670113426899085,1,0,0,0,1,1.245307580730195e-10,0.18132573363425875,0.04082205574183681,0.7778522104993737
833,8,downLeft,high,0.4021234374601256,1,0,0,1,0,2.7664234030709545e-11,0.0402811129448592,0.786920729162399,0.17279815786507768
834,8,midLeft,lowB,0.2883280369377592,1,1,0,0,0,0.7778521992637103,0.008948360652158108,0.1748127093420605,0.038386730742071135
837,8,midLeft,lowB,3.274524736704554,1,1,0,0,0,0.9506503546266645,0.0019878586391270667,0.0388342589221653,0.00852752781204313
838,8,downLeft,high,0.2980792065268376,1,0,0,1,0,0.21118488555532966,0.0004415984248689281,0.7864791444705861,0.0018943715492153318
839,8,downLeft,high,3.3970575974004027,1,0,0,1,0,0.046914257876159354,9.81001188959559e-05,0.9525668115314975,0.00042083047344722594
841,8,downRight,lowA,0.4907888473317755,1,0,0,0,1,0.010421899210652272,2.179272566530802e-05,0.21161062224195593,0.7779456858217265
843,8,midRight,lowC,0.4262859026544182,1,0,1,0,0,0.0023152019892057236,0.7778570404636435,0.04700883434478875,0.17281892320236203
844,8,midRight,lowC,3.4365423280712895,1,0,1,0,0,0.0005143170301765629,0.9506514300885827,0.010442909165160275,0.03839134371608055
847,8,midRight,lowC,4.221561985371079,1,0,1,0,0,0.00011425439713810413,0.9890373237243943,0.0023198693043933755,0.008528552574074207
848,8,downLeft,high,0.26628786116552294,1,0,0,1,0,2.5381363049382623e-05,0.21971246631755814,0.7783675531215457,0.00189459919784682
849,8,downLeft,high,3.3929086151214554,1,0,0,1,0,5.638413981265659e-06,0.048808641188141905,0.9507648393527868,0.0004208810450900529
851,8,downLeft,high,4.200720279908583,1,0,0,1,0,1.2525612656135645e-06,0.010842732297172364,0.9890625173430211,9.349779854093298e-05
854,8,downRight,lowA,0.2788801708073672,1,0,0,0,1,2.7825373045121474e-07,0.0024086891338558143,0.21971806302452881,0.777872969587885
855,8,downLeft,high,1.112279119341714,1,0,0,1,0,6.181345426811574e-08,0.0005350849937582702,0.8266620837418516,0.17280276945093587
856,8,midRight,lowC,0.13422393005175332,1,0,1,0,0,1.3731722921955007e-08,0.7779710672121385,0.18364116386041118,0.038387755195727485
857,8,midRight,lowC,3.4111849807266577,1,0,1,0,0,3.050472047516792e-09,0.9506767608799866,0.040795480677371515,0.008527755392169854
858,8,downLeft,high,0.4890746528196966,1,0,0,1,0,6.776556565821287e-10,0.211190751646431,0.7869148255702735,0.0018944221056399768
859,8,midLeft,lowB,0.19112139408796194,1,1,0,0,0,0.7778521994081045,0.046915561015396484,0.17481139787205324,0.0004208417044457742
860,8,downRight,lowA,0.5055068374058005,1,0,0,0,1,0.1727981554011766,0.01042218870016786,0.038833967581987455,0.7779456883166681
862,8,downLeft,high,0.32613595996195277,1,0,0,1,0,0.03838673019472094,0.0023152662986649503,0.7864790797500063,0.1728189237566078
863,8,downLeft,high,3.6968895053968738,1,0,0,1,0,0.008527527690450488,0.000514331316381497,0.952566797153963,0.038391343839205005
864,8,downRight,lowA,0.4999659891928912,1,0,0,0,1,0.0018943715222037938,0.0001142575707871112,0.21161061904801826,0.7863807518589909
865,8,midLeft,lowB,0.35319066267400423,1,1,0,0,0,0.7782730297250114,2.5382068068529866e-05,0.04700883363526254,0.17469275457165756
866,8,downLeft,high,0.5601205875441421,1,0,0,1,0,0.17289164193056317,5.638570599718702e-06,0.7882951082651054,0.03880761123373172
868,8,midRight,lowC,0.3290661432234034,1,0,1,0,0,0.038407498021623215,0.7778534518536229,0.175118024637113,0.008621025487640925
869,8,downRight,lowA,0.36526268831056674,1,0,0,0,1,0.008532141217523033,0.17279843362919403,0.038902084043494246,0.7797673411097887
871,8,downRight,lowA,3.6604160676634656,1,0,0,0,1,0.0018953964070966252,0.038386792002463116,0.008642012414559627,0.9510757991758807
872,8,midLeft,lowB,0.2956925808483454,1,1,0,0,0,0.7782732574009364,0.008527541420904483,0.0019198040518832442,0.2112793971262759
873,8,downLeft,high,0.27057978646541203,1,0,0,1,0,0.1728916925082692,0.0018943745723939524,0.7782786795055471,0.04693525341378979
875,8,downLeft,high,3.5703422245661427,1,0,0,1,0,0.03840750925734938,0.0004208311450397077,0.9507450962744487,0.010426563323162276
876,8,downLeft,high,4.16140745863467,1,0,0,1,0,0.008532143713514885,9.348671335449184e-05,0.9890581314615884,0.0023162381115422372
878,8,midLeft,lowB,0.24605741039979387,1,1,0,0,0,0.7797475962191405,2.0767867770338808e-05,0.21971708871061424,0.0005145472024749194
879,8,midRight,lowC,0.12302042058770843,1,0,1,0,0,0.1732192136342825,0.7778568127937161,0.048809668042593485,0.00011430552940797588
880,8,downLeft,high,0.41947698993685356,1,0,0,1,0,0.03848026735518992,0.17279918025464414,0.7886951596681953,2.5392721970681593e-05
881,8,downRight,lowA,0.24957810151688367,1,0,0,0,1,0.008548306764936366,0.03838695786366483,0.17520689517649335,0.7778578401949054
883,8,midRight,lowC,0.3381156871842462,1,0,1,0,0,0.0018989875479022951,0.7863797775241704,0.03892182643836839,0.17279940848955888
885,8,downLeft,high,0.36775778916428725,1,0,0,1,0,0.0004218559074037648,0.17469253812531993,0.7864985974017271,0.03838700856554919
886,8,downLeft,high,3.4903871632485397,1,0,0,1,0,9.371436205995078e-05,0.03880756315065385,0.9525711329573685,0.008527589529917777
887,8,downLeft,high,4.404212727411949,1,0,0,1,0,2.081843942959837e-05,0.008621014806090923,0.9894637814947741,0.0018943852597054509
889,8,downRight,lowA,0.2282474557076455,1,0,0,0,1,4.624770534174875e-06,0.00191513947934107,0.21980720297335754,0.7782730327767672
890,8,downLeft,high,1.218216426641614,1,0,0,1,0,1.027382603105366e-06,0.0004254440234506313,0.8266818859854422,0.1728916426085041
891,8,downLeft,high,3.5870368857053125,1,0,0,1,0,2.2823078580089524e-07,9.451145414857078e-05,0.9614977621428393,0.0384074981722263
892,8,downLeft,high,4.235202499827979,1,0,0,1,0,5.07009671273867e-08,2.0995511684074504e-05,0.9914468125363696,0.008532141250979175
894,8,midRight,lowC,0.1102118131398119,1,0,1,0,0,1.126310834286346e-08,0.7778568633643108,0.220247728958052,0.0018953964145288337
895,8,downRight,lowA,0.2252949837597673,1,0,0,0,1,2.502074747890891e-09,0.17279919148879064,0.048927548606547216,0.7782732574025875
896,8,downLeft,high,0.6502375971753089,1,0,0,1,0,5.558304025371444e-10,0.03838696035930578,0.7887213465762278,0.172891692508636
897,8,midLeft,lowB,0.25048603504572575,1,1,0,0,0,0.7778521993810412,0.008527578821006819,0.17521271254052107,0.03840750925743086
898,8,downLeft,high,0.9056716572230141,1,0,0,1,0,0.17279815539516455,0.0018943828807444342,0.8167753180105581,0.00853214371353299
899,8,downLeft,high,3.591640725842492,1,0,0,1,0,0.03838673019338537,0.00042083299072149497,0.9592970398543135,0.0018953969615797478
900,9,midRight,high,0.4156229119850061,1,0,1,0,0,0.008527527690153795,0.7779456863809334,0.21310572766236402,0.00042105826654883507
901,9,downLeft,lowA,1.1355744097851812,1,0,0,1,0,0.0018943715221378839,0.17281892332658866,0.8251931679833753,9.35371678982458e-05
902,9,midRight,high,0.9234044153011914,1,0,1,0,0,0.00042083046743203044,0.816243543001242,0.18331484745518978,2.0779076136271223e-05
903,9,midRight,high,3.59775640430723,1,0,1,0,0,9.348656282543659e-05,0.959178907205504,0.04072299020560541,4.616026065132272e-06
905,9,downLeft,lowA,0.5394434213983987,1,0,0,1,0,2.0767834330640233e-05,0.2130794847542351,0.7868987219713958,1.0254400385388914e-06
906,9,midRight,high,1.2527292672588397,1,0,1,0,0,4.613528722734971e-06,0.8251873381790493,0.1748078204929786,2.277992493546528e-07
907,9,midRight,high,3.611253966116711,1,0,1,0,0,1.0248852594176301e-06,0.9611657516345448,0.03883317287509361,5.0605102254913713e-08
908,9,midLeft,lowC,0.1578703460749225,1,1,0,0,0,0.7778524269335712,0.21352085787456387,0.008626703950052834,1.1241812172275135e-08
910,9,midRight,high,1.0984528463800125,1,0,1,0,0,0.17279820594545858,0.8252853882470372,0.0019164033101603164,2.4973438504304602e-09
911,9,midRight,high,3.715342141323343,1,0,1,0,0,0.03838674142302201,0.961187533241511,0.0004257247806876373,5.547794440707717e-10
913,9,downLeft,lowA,0.47093029069816794,1,0,0,1,0,0.008527530184792877,0.21352569661064802,0.7779467730813161,1.232430333974328e-10
914,9,midRight,high,1.1737901328196603,1,0,1,0,0,0.0018943720763164697,0.8252864631616167,0.17281916473468872,2.7378168826066196e-11
915,9,midLeft,lowC,0.122033919099748,1,1,0,0,0,0.7782730298481063,0.18333557277385593,0.03839139737195571,6.081999993065704e-12
917,9,midLeft,lowC,3.5202330503270534,1,1,0,0,0,0.9507438412154732,0.04072759428956679,0.008528564493608868,1.3511029225750528e-12
918,9,downLeft,lowA,0.4299590574344877,1,0,0,1,0,0.21120565339543243,0.009047545500957427,0.7797468011033101,3.001445428267247e-13
919,9,midRight,high,0.3342753544335906,1,0,1,0,0,0.04691887140616435,0.7798620915927196,0.17321903700104935,6.667645009380053e-14
920,9,midRight,high,3.4372637077800445,1,0,1,0,0,0.010422924096196546,0.9510968477872831,0.03848022811650562,1.481202674965053e-14
922,9,midRight,high,4.146390007413873,1,0,1,0,0,0.0023154296652753963,0.9891362722865724,0.008548298048148946,3.2904591669729865e-15
923,9,midRight,high,4.328906948041478,1,0,1,0,0,0.0005143676079147222,0.9975866467805974,0.0018989856114871402,7.309682673758345e-16
925,9,midRight,high,4.415483653960452,1,0,1,0,0,0.00011426563287140275,0.9994638788898951,0.00042185547723339674,1.6238299301005e-16
927,9,midRight,high,4.487356732964664,1,0,1,0,0,2.538385904282464e-05,0.9998809018744587,9.371426649854954e-05,3.6073024775156835e-17
928,9,midRight,high,4.424107339639078,1,0,1,0,0,5.638968460719472e-06,0.9999735426133385,2.081841820084326e-05,8.013543119928471e-18
