Trial,switch,t_pos,t_frequency,resp_speed,Resp,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight
90,0,downLeft,lowC,0.15977963904230602,1,0,0,1,0,1.1791574659408228e-08,0.001988085788021501,0.7778522498352889,0.22015965258511494
91,0,midLeft,lowA,0.18750598952135236,1,1,0,0,0,0.7778522018770372,0.00044164888549626767,0.1727981666034647,0.04890798263400187
92,0,downRight,high,0.39429947535987997,1,0,0,0,1,0.17279815594964454,9.811132861334347e-05,0.0383867326832846,0.7887170000384575
93,0,midRight,lowB,0.3770825645705045,1,0,1,0,0,0.038386730316561896,0.7778739944734442,0.008527528243279434,0.1752117469667145
94,0,downRight,high,1.044061569463935,1,0,0,0,1,0.008527527717517188,0.17280299712700886,0.0018943716450135284,0.8167751035104605
97,0,downRight,high,3.576316010103723,1,0,0,0,1,0.0018943715282166021,0.03838780577346637,0.00042083049472858456,0.9592969922035884
98,0,downRight,high,4.352820408417527,1,0,0,0,1,0.00042083046878240425,0.008527766627903312,9.348656888930604e-05,0.990957916334425
99,0,downRight,high,4.5436422406831944,1,0,0,0,1,9.348656312541917e-05,0.0018944246016334536,2.0767835677715503e-05,0.9979913209995634
100,1,downRight,lowC,4.469510995608421,1,0,0,0,1,2.0767834397280706e-05,0.0004208422589252357,4.613529021984783e-06,0.9995537763776555
103,1,midRight,high,0.2106769167718667,1,0,1,0,0,4.613528737539006e-06,0.7779456884398445,1.0248853258953174e-06,0.2220486731460921
104,1,midRight,high,3.4377968091750506,1,0,1,0,0,1.0248852627063141e-06,0.950671123041536,2.2767602116083878e-07,0.0493276243971802
105,1,downLeft,lowB,0.2421803517494211,1,0,0,1,0,2.2767600712354066e-07,0.21118949921301822,0.7778522498352921,0.010958023275682474
108,1,midLeft,lowA,0.19124067138867315,1,1,0,0,0,0.7778522498352891,0.04691528279006827,0.1727981666034654,0.0024343007711772773
109,1,midRight,high,0.34633256080409225,1,0,1,0,0,0.1727981666034647,0.7882743261505879,0.03838673268328477,0.0005407745626626462
110,1,midRight,high,3.5636015641597383,1,0,1,0,0,0.0383867326832846,0.952965607193643,0.008527528243279472,0.00012013187979295907
111,1,midRight,high,4.213294828522379,1,0,1,0,0,0.008527528243279434,0.989551413078812,0.001894371645013537,2.6687032895060452e-05
112,1,midLeft,lowA,0.29067208008830747,1,1,0,0,0,0.7797465709025783,0.21982667013702717,0.0004208304947285865,5.928465665978703e-06
113,1,midRight,high,1.15496771265796,1,0,1,0,0,0.1732189858624631,0.8266862105730381,9.348656888930648e-05,1.3169956094742054e-06
117,1,midRight,high,3.5757405175948147,1,0,1,0,0,0.03848021675618116,0.9614987228404629,2.0767835677715598e-05,2.925676782321379e-07
118,1,downRight,lowC,0.2408821805960831,1,0,0,0,1,0.008548295524477847,0.2135948266956691,4.613529021984803e-06,0.7778522642508311
119,1,midRight,high,1.058485959837094,1,0,1,0,0,0.001898985050859156,0.8253018202579693,1.024885325895322e-06,0.17279816980584572
120,1,midRight,high,3.707274442748548,1,0,1,0,0,0.0004218553526911231,0.9611911835766012,2.276760211608398e-07,0.03838673339468651
121,1,midRight,high,4.312890037699461,1,0,1,0,0,9.37142388317574e-05,0.9913787067821251,5.057772738266872e-08,0.008527528401315805
122,1,midLeft,lowA,0.20677321202695434,1,1,0,0,0,0.7778730176696195,0.22023259941452866,1.1235730904610298e-08,0.001894371680120961
126,1,midRight,high,1.2464489550636135,1,0,1,0,0,0.17280278013218744,0.8267763868692921,2.4959929101929905e-09,0.0004208305025276236
127,1,downRight,lowC,0.09031442655897584,1,0,0,0,1,0.03838775756854402,0.18366655604879004,5.544793356680837e-10,0.7779456858281867
128,1,midLeft,lowA,0.5039949907339638,1,1,0,0,0,0.7863799551768506,0.04080112149617593,1.231763649757913e-10,0.1728189232037971
130,1,midLeft,lowA,3.4202524470234956,1,1,0,0,0,0.952544776848037,0.009063879408200382,2.7363358582819568e-11,0.03839134371639933
131,1,midRight,high,0.33175285392499065,1,0,1,0,0,0.21160572728548513,0.7798657201342912,6.078709930100006e-12,0.008528552574145023
132,1,midRight,high,3.5490329451227796,1,0,1,0,0,0.047007746940974045,0.9510976538598132,1.3503720423229188e-12,0.0018945991978625515
133,1,midRight,high,4.126691852615768,1,0,1,0,0,0.010442667600794322,0.9891364513538122,2.999821793861072e-13,0.0004208810450935478
134,1,midRight,high,4.487183362258818,1,0,1,0,0,0.002319815641400741,0.9975866865599909,6.664038141254642e-14,9.349779854170932e-05
135,1,midRight,high,4.345717322931181,1,0,1,0,0,0.0005153419428650763,0.9994638877267998,1.480401417143425e-14,2.0770330320299995e-05
136,1,midRight,high,4.436136620425778,1,0,1,0,0,0.00011448207923781038,0.9998809038375576,3.288679190343963e-15,4.614083201348565e-06
137,1,midLeft,lowA,0.11091260013107435,1,1,0,0,0,0.7778776311996919,0.22212134379187176,7.305728494823241e-16,1.0250084356221988e-06
138,1,downRight,lowC,0.27696708243371837,1,0,0,0,1,0.17280380501774673,0.04934376802131868,1.622951517946324e-16,0.7778524269609345
140,1,midRight,high,0.4254105479382045,1,0,1,0,0,0.038387985244617034,0.7888138088038457,3.605351104233727e-17,0.17279820595153728
141,1,midLeft,lowA,0.44411476742772593,1,1,0,0,0,0.7863800057545896,0.17523325282103808,8.00920818709833e-18,0.0383867414243724
142,1,midRight,high,0.9348402136680883,1,0,1,0,0,0.17469258882620564,0.8167798809887015,1.779227984452201e-18,0.008527530185092863
144,1,downRight,lowC,0.3709131753776701,1,0,0,0,1,0.038807574413744106,0.18144585425230797,3.9525158376545225e-19,0.7797465713339479
145,1,midRight,high,1.1076864089311487,1,0,1,0,0,0.008621017308161654,0.8181599967335474,8.780427007345963e-20,0.17321898595829088
146,1,midRight,high,3.557619837643518,1,0,1,0,0,0.00191514003517058,0.9596046431873604,1.9505525492613883e-20,0.0384802167774691
147,1,midRight,high,4.152321512145656,1,0,1,0,0,0.00042544414692693446,0.9910262603238662,4.3331095905096804e-21,0.008548295529206919
149,1,midRight,high,4.549655347500775,1,0,1,0,0,9.451148157855999e-05,0.9980065034665118,9.625907659076795e-22,0.001898985051909709
150,1,downLeft,lowB,0.24080951654057609,1,0,0,1,0,2.099551777758628e-05,0.22170494987173317,0.7778521992575648,0.0004218553529245011
152,1,downLeft,lowB,3.481288326968404,1,0,0,1,0,4.664108099739495e-06,0.04925126702771737,0.9506503546252993,9.371423888360176e-05
156,1,downLeft,lowB,4.263437333137546,1,0,0,1,0,1.0361213567821075e-06,0.010941060653985826,0.9890370848125911,2.081841206624334e-05
157,1,downLeft,lowB,4.221832471619376,1,0,0,1,0,2.3017208071141331e-07,0.002430532562072542,0.9975646125013913,4.624764455465735e-06
158,1,midRight,high,0.2679035455930201,1,0,1,0,0,5.113222152235076e-08,0.778392136720862,0.22160678476566364,1.027381252733499e-06
162,1,downRight,lowC,0.17338850506835898,1,0,0,0,1,1.1358910558265235e-08,0.17291810128774443,0.04922945986529437,0.7778524274880506
163,1,downRight,lowC,3.545834401039504,1,0,0,0,1,2.5233569993486483e-09,0.03841337590963009,0.010936216240813125,0.9506504053261998
164,1,midRight,high,0.415493805513666,1,0,1,0,0,5.605582078933329e-10,0.7863856462349816,0.0024294563863403386,0.21118489681811994
165,1,downRight,lowC,1.0092438287345686,1,0,0,0,1,1.245267730716247e-10,0.17469384184651982,0.0005396983932251702,0.8247664596357283
166,1,downLeft,lowB,0.07328114450952386,1,0,0,1,0,2.766334877141373e-11,0.03880785276945117,0.777972092068684,0.18322005513420148
167,1,downLeft,lowB,3.329287824447622,1,0,0,1,0,6.145352090740506e-12,0.008621079144269801,0.9506769885496142,0.0407019322999706
168,1,midRight,high,0.26781000620289763,1,0,1,0,0,1.3651764517459295e-12,0.7797673530294907,0.21119080222273812,0.009041844746405958
169,1,downRight,lowC,0.3121519974469409,1,0,0,0,1,3.032709463807194e-13,0.17322360256625147,0.04691557225081189,0.7798608251826333
170,1,midRight,high,1.082332446960459,1,0,1,0,0,6.73709737675538e-14,0.8163334416043392,0.010422191196090683,0.17324436719950276
172,1,midRight,high,3.6779064827089734,1,0,1,0,0,1.4966313656338378e-14,0.9591988779824719,0.0023152668531287155,0.038485855164384415
173,1,downLeft,lowB,0.34208090358182414,1,0,0,1,0,3.324733663977046e-15,0.2130839212184176,0.7783665306971193,0.008549548084459893
175,1,downLeft,lowB,3.562112997250184,1,0,0,1,0,7.385822715068394e-16,0.047336124472245805,0.950764612223449,0.0018992633043044653
176,1,downRight,lowC,0.27555274405621016,1,0,0,0,1,1.6407442728259655e-16,0.01051561594717957,0.2112102676291735,0.7782741164236469
177,1,midRight,high,0.26008475801378167,1,0,1,0,0,3.644877317890344e-17,0.7801882202136828,0.046919896448042064,0.1728918833382751
178,1,midLeft,lowA,0.08374694342238365,1,1,0,0,0,0.7778521992575648,0.1733170972856244,0.010423151806995344,0.03840755164981549
179,1,midRight,high,1.000429356706585,1,0,1,0,0,0.17279815536773457,0.8163542112506289,0.002315480250728556,0.008532153130908
180,1,midLeft,lowA,0.8761597078887069,1,1,0,0,0,0.8162389294448567,0.18135129265615257,0.0005143788453618912,0.0018953990536288955
181,1,midLeft,lowA,3.721354384928164,1,1,0,0,0,0.9591778823140995,0.04028679082536205,0.0001142681292455773,0.0004210587312929522
182,1,midRight,high,0.4762940006445955,1,0,1,0,0,0.2130792570768636,0.7868018212383895,2.538441360685734e-05,9.353727114012932e-05
183,1,downLeft,lowB,0.22084878858431056,1,0,0,1,0,0.04733508834345723,0.17478629420825087,0.7778578383492206,2.0779099071228582e-05
184,1,midRight,high,0.9107744872462602,1,0,1,0,0,0.010515385773447905,0.8166805901158479,0.17279940807954408,4.616031160082609e-06
186,1,downRight,lowC,0.2970853089535831,1,0,0,0,1,0.002335969823529743,0.18142379700326983,0.0383870084744653,0.7778532246987352
187,1,midRight,high,1.0213726829106302,1,0,1,0,0,0.000518930558897827,0.8181550967641832,0.00852758950968369,0.17279838316723528
188,1,midRight,high,3.5054218176782403,1,0,1,0,0,0.00011527928239719502,0.9596035546699424,0.0018943852552104935,0.03838678079244995
189,1,midRight,high,4.140826073401146,1,0,1,0,0,2.5609039055703e-05,0.9910260185121157,0.00042083351820390797,0.00852753893062471
190,1,midRight,high,4.253564090102462,1,0,1,0,0,5.68899170535155e-06,0.9980064497485632,9.348724054769971e-05,0.0018943740191837777
191,1,midRight,high,4.393604580320061,1,0,1,0,0,1.2637969957858025e-06,0.9995571371959738,2.0767984885150512e-05,0.00042083102214528407
193,1,midRight,high,4.356702546450952,1,0,1,0,0,2.8074972319871263e-07,0.999901619002055,4.613562168088324e-06,9.348668605376593e-05
194,1,downLeft,lowB,0.15930715157644493,1,0,0,1,0,6.236793356764145e-08,0.2221259456201069,0.777853224150254,2.0767861705542587e-05
195,1,downRight,lowC,0.2036250144078354,1,0,0,0,1,1.3854899278901849e-08,0.049344790307340514,0.1727983830453914,0.7778568127923687
196,1,midLeft,lowA,0.17038042545442061,1,1,0,0,0,0.7778522023354002,0.010961836644872332,0.0383867807653826,0.17279918025434482
197,1,downLeft,lowB,0.36296738014586427,1,0,0,1,0,0.17279815605146887,0.0024351479027562243,0.7863797381821765,0.03838695786359833
198,1,downLeft,lowB,3.4330954598274666,1,0,0,1,0,0.03838673033918194,0.0005409627510798488,0.9525447286431473,0.0085275782665909
199,1,midRight,high,0.15692121857215893,1,0,1,0,0,0.008527527722542184,0.7779723729430008,0.2116057165768749,0.001894382757582157
200,2,midRight,high,3.489829458160958,1,0,1,0,0,0.0018943715293328932,0.950677050945226,0.04700774456207982,0.0004208329633612661
201,2,downLeft,lowB,0.5141091510803865,1,0,0,1,0,0.0004208304690303858,0.21119081608378598,0.788294866329893,9.348711729062709e-05
202,2,downLeft,lowB,3.448324666355181,1,0,0,1,0,9.34865631805077e-05,0.04691557533001317,0.9529701701493025,2.07679575038629e-05
205,2,midRight,high,0.40930931041514695,1,0,1,0,0,2.0767834409518503e-05,0.7882743911376933,0.21170022747181183,4.613556085395499e-06
206,2,downRight,lowC,0.3487959841067235,1,0,0,0,1,4.613528740257606e-06,0.17511342237282068,0.04702873994953627,0.7778532241489028
207,2,midRight,high,0.9027834737319033,1,0,1,0,0,1.024885263310245e-06,0.816753260918168,0.010447331151477383,0.17279838304509132
208,2,midLeft,lowA,0.15204454860439545,1,1,0,0,0,0.777852426933572,0.18143994066218339,0.0023208516389286345,0.03838678076531593
210,2,midRight,high,0.8915775045559131,1,0,1,0,0,0.17279820594545883,0.8181586830425068,0.0005155720874374727,0.00852753892459695
211,2,midRight,high,3.677887809478735,1,0,1,0,0,0.038386741423022064,0.9596043513537849,0.0001145332053484211,0.0018943740178447238
213,2,midRight,high,4.403190906063767,1,0,1,0,0,0.008527530184792891,0.9910261954936792,2.5443299680133472e-05,0.0004208310218478161
214,2,midRight,high,4.547635906488324,1,0,1,0,0,0.0018943720763164732,0.9980064890646283,5.652173067572358e-06,9.348668598768408e-05
216,2,midLeft,lowA,0.27852925894346003,1,1,0,0,0,0.7782730298481063,0.22170494667238638,1.2556178163768227e-06,2.0767861690862652e-05
217,2,midRight,high,1.0604835379102888,1,0,1,0,0,0.17289164195790852,0.8271034655745543,2.789327364811301e-07,4.61353480074821e-06
218,2,midLeft,lowA,0.7840544919690736,1,1,0,0,0,0.8162596972852628,0.1837392158638337,6.196429396435231e-08,1.024886609634904e-06
219,2,midRight,high,0.9932779725887937,1,0,1,0,0,0.18133029658660704,0.818669461971855,1.3765231628738616e-08,2.2767630634076472e-07
220,2,downRight,lowC,0.12663243660757573,1,0,0,0,1,0.04028212659468827,0.18186562051204025,3.057915933034493e-09,0.7778522498353555
221,2,midRight,high,0.959565690236226,1,0,1,0,0,0.008948585832238365,0.8182532468849729,6.793092993788644e-10,0.1727981666034795
223,2,midRight,high,3.744418363543028,1,0,1,0,0,0.0019879086623866673,0.9596253585034185,1.5090706688089922e-10,0.03838673268328788
224,2,midRight,high,4.302114627232753,1,0,1,0,0,0.00044160953742603437,0.9910308621857702,3.3523673024083336e-11,0.008527528243280163
225,2,midRight,high,4.320305870696877,1,0,1,0,0,9.810258752607768e-05,0.9980075257600131,7.447210235108617e-12,0.0018943716450136906
226,2,downRight,lowC,0.3145760389791087,1,0,0,0,1,2.1793274066060414e-05,0.22170517697198622,1.6543813753959332e-12,0.7782730297522934
228,2,midRight,high,1.2576771496574577,1,0,1,0,0,4.84132790475247e-06,0.8271035167351038,3.6751718413345167e-13,0.17289164193662387
229,2,midLeft,lowA,0.22535512722124795,1,1,0,0,0,0.7778532747479115,0.18373922722903727,8.164313419029891e-14,0.03840749802296959
230,2,midRight,high,0.870810725203732,1,0,1,0,0,0.1727983942855498,0.81866946449661,1.813684270609443e-14,0.008532141217822127
231,2,downLeft,lowB,0.2098329899192055,1,0,0,1,0,0.03838678326235909,0.18186562107290904,0.7778521992575688,0.0018953964071630686
232,2,midRight,high,1.074332428320873,1,0,1,0,0,0.008527539479309593,0.8182532470095686,0.17279815536773546,0.0004210581433863889
233,2,midRight,high,3.668374499096846,1,0,1,0,0,0.0018943741410729171,0.959625358531097,0.03838673018729205,9.353714053797924e-05
235,2,midLeft,lowA,0.1095060027097633,1,1,0,0,0,0.7782730303067875,0.21317866293435406,0.008527527688800177,2.077907005824817e-05
236,2,midLeft,lowA,3.5092170007847177,1,1,0,0,0,0.9507438413173683,0.04735717113607966,0.001894371521837181,4.616024714912817e-06
237,2,midRight,high,0.5188344917699773,1,0,1,0,0,0.2112056534180682,0.7883724906748281,0.00042083046736523,1.025439738590609e-06
239,2,midRight,high,3.493595263600114,1,0,1,0,0,0.04691887141119286,0.9529874142268139,9.3486562810597e-05,2.2779918272180152e-07
240,2,midRight,high,4.109684976365456,1,0,1,0,0,0.010422924097313609,0.9895562574632716,2.0767834327343663e-05,5.060508745257237e-08
241,2,midRight,high,4.462384762727987,1,0,1,0,0,0.0023154296655235503,0.9976799455639456,4.613528722002647e-06,1.1241808883967555e-08
242,2,midLeft,lowA,0.23926197944341013,1,1,0,0,0,0.7783665668655346,0.22163240575186305,1.024885259254946e-06,2.4973431199401624e-09
243,2,midRight,high,1.1353661912656383,1,0,1,0,0,0.1729124210006182,0.8270873507685962,2.2767600635682687e-07,5.547792817939588e-10
245,2,downRight,lowC,0.2337912195710254,1,0,0,0,1,0.0384121140463374,0.18373563599513076,5.057772409398979e-08,0.7778521993808077
246,2,midRight,high,1.0173065235895458,1,0,1,0,0,0.00853316665726146,0.8186686667118958,1.1235730174037508e-08,0.1727981553951127
248,2,midRight,high,3.605278593836896,1,0,1,0,0,0.0018956242062793107,0.9597176431043541,2.495992747897851e-09,0.03838673019337385
250,2,midRight,high,4.0599020747898384,1,0,1,0,0,0.00042110874845907326,0.9910513630069104,5.544792996145753e-10,0.008527527690151238
251,2,downLeft,lowB,0.4521295922502155,1,0,0,1,0,9.354838234358246e-05,0.220159880714778,0.7778521993807411,0.0018943715221373166
252,2,downLeft,lowB,3.4939583967821357,1,0,0,1,0,2.0781567400639307e-05,0.04890803331250482,0.9506503546526627,0.00042083046743190424
253,2,downLeft,lowB,4.16737433871048,1,0,0,1,0,4.616579494032708e-06,0.010864812039010708,0.9890370848186699,9.348656282540857e-05
254,2,downLeft,lowB,4.413412113185265,1,0,0,1,0,1.0255629815519907e-06,0.0024135940999461627,0.9975646125027418,2.0767834330634016e-05
255,2,midRight,high,0.2000041529233618,1,0,1,0,0,2.2782656087462945e-07,0.7783883738787527,0.22160678476596374,4.613528722733592e-06
256,2,midLeft,lowA,0.23247265285901103,1,1,0,0,0,0.7778522498687342,0.17291726538064534,0.049229459865361036,1.024885259417324e-06
257,2,midRight,high,0.9348523233294477,1,0,1,0,0,0.17279816661089453,0.8162653894722711,0.010936216240827933,2.2767600639289872e-07
258,2,downLeft,lowB,0.09313953607558645,1,0,0,1,0,0.038386732684935115,0.1813315610934324,0.7802816556439084,5.0577724102003065e-08
259,2,midRight,high,1.017285891394413,1,0,1,0,0,0.008527528243646092,0.8181346067596633,0.17333785376096045,1.1235730175817638e-08
260,2,midLeft,lowA,0.49501695998650125,1,1,0,0,0,0.7797465709026598,0.18174680360293627,0.038506622998411205,2.495992748293303e-09
261,2,midRight,high,0.8033612027134196,1,0,1,0,0,0.1732189858624812,0.8182268519699244,0.008554161613115126,5.54479299702424e-10
262,2,midLeft,lowA,1.0107365886598532,1,1,0,0,0,0.81633241601375,0.1817672956735248,0.001900288189548887,1.231763569860991e-10
264,2,downRight,lowC,0.4684770304786682,1,0,0,0,1,0.18134645089221324,0.04037920498077349,0.00042214484208510906,0.7778521992849281
265,2,midRight,high,0.20794559949207933,1,0,1,0,0,0.04028571523815119,0.7868223508397716,9.377854826396958e-05,0.17279815537381327
266,2,downRight,lowC,0.978752108920271,1,0,0,0,1,0.008949383041491295,0.174790854814048,2.0832698253659164e-05,0.816238929446207
267,2,downRight,lowC,3.715494965843936,1,0,0,0,1,0.0019880857606689372,0.038829403986831046,4.627938100581155e-06,0.9591778823143994
268,2,midRight,high,0.5269137847432254,1,0,1,0,0,0.00044164887941995596,0.7864780659573788,1.028086271016227e-06,0.21307925707693023
270,2,midRight,high,3.505452639547425,1,0,1,0,0,9.811132726350419e-05,0.9525665719421604,2.2838710407974609e-07,0.04733508834347203
272,2,downLeft,lowB,0.07720192500275147,1,0,0,1,0,2.1795215579508784e-05,0.2116105690177117,0.7778522499932576,0.010515385773451194
273,2,midRight,high,1.1260853997326137,1,0,1,0,0,4.841759207695139e-06,0.8248610217787048,0.1727981666385571,0.0023359698235304737
277,2,midRight,high,3.5369784250130722,1,0,1,0,0,1.075586159713911e-06,0.9610932611638621,0.03838673269108031,0.0005189305588979892
278,2,midLeft,lowA,0.4396521606042383,1,1,0,0,0,0.7778524381966647,0.21350475427592688,0.008527528245011235,0.00011527928239723108
279,2,downRight,lowC,0.09641845215369671,1,0,0,0,1,0.17279820844753013,0.0474296116104512,0.0018943716453982441,0.7778778082966205
280,2,midRight,high,0.5627739796790441,1,0,1,0,0,0.038386741978851724,0.7883885831668944,0.0004208304948140483,0.17280384435943985
281,2,downLeft,lowB,0.33746596037010035,1,0,0,1,0,0.008527530308269228,0.1751387898809701,0.777945685826473,0.03838799398428763
283,2,downRight,lowC,0.5134943297045813,1,0,0,0,1,0.00189437210374647,0.038906696996748986,0.17281892320341644,0.7863800076960882
289,2,midLeft,lowA,0.35384300185152706,1,1,0,0,0,0.7782730298541999,0.008643037171980096,0.03839134371631478,0.1746925892575053
290,2,downRight,lowC,1.0811930926676738,1,0,0,0,1,0.1728916419592621,0.001920031699490495,0.008528552574126238,0.8166597737671212
291,2,downRight,lowC,3.613798615615148,1,0,0,0,1,0.038407498027998616,0.0004265308193975737,0.0018945991978583784,0.9592713719547454
292,2,midLeft,lowA,0.47136676910982855,1,1,0,0,0,0.7863843404765041,9.475288347803983e-05,0.00042088104509262073,0.21310002559492525
293,2,midLeft,lowA,3.5681791938339487,1,1,0,0,0,0.9525457510327106,2.104914467865078e-05,9.349779854150343e-05,0.04733970202406931
294,2,downLeft,lowB,0.4136056122516334,1,0,0,1,0,0.21160594369846789,4.676021197871605e-06,0.7778729695878851,0.010516410692449208
295,2,midRight,high,0.30185935499966143,1,0,1,0,0,0.047007795016642206,0.7778532380253901,0.17280276945093587,0.0023361975070318227
296,2,midLeft,lowA,0.4360941495704843,1,1,0,0,0,0.7882948775382631,0.1727983861277224,0.03838775519572749,0.0005189811382870793
298,2,downLeft,lowB,0.39371993703914554,1,0,0,1,0,0.17511797338165247,0.03838678145011565,0.7863799546497346,0.00011529051849728031
299,2,midLeft,lowA,1.020726098944576,1,1,0,0,0,0.8167542719147712,0.008527539076723703,0.17469257747337455,2.5611535130625873e-05
300,3,midRight,lowA,0.23584896002985356,1,0,1,0,0,0.18144016525285533,0.7797465733092042,0.03880757189173764,5.689546202906156e-06
301,3,downLeft,lowC,0.439393601876297,1,0,0,1,0,0.040306533677265825,0.17321898639708974,0.786473216005468,1.2639201761980753e-06
302,3,downRight,high,0.30219454094987286,1,0,0,0,1,0.008954007811955503,0.03848021687494729,0.17471329527844492,0.7778524800346522
303,3,downRight,high,3.4599991380864132,1,0,0,0,1,0.0019891131432564994,0.008548295550861486,0.038812174306570246,0.9506504169993117
304,3,midRight,lowA,0.3408664346012545,1,0,1,0,0,0.0004418771102023039,0.779751184314285,0.008622039164236633,0.21118489941127605
305,3,downRight,high,1.0949060466529783,1,0,0,0,1,9.816202822986452e-05,0.17322001072172766,0.001915367038250312,0.8247664602117921
306,3,midRight,lowA,0.9887444938594763,1,0,1,0,0,2.1806478687681254e-05,0.8163326436839777,0.00042549457516185874,0.1832200552621728
307,3,midLeft,lowB,0.2696520715461007,1,1,0,0,0,0.7778570435188472,0.1813465014686536,9.452268410004374e-05,0.04070193232839914
308,3,downRight,high,0.41000538488998667,1,0,0,0,1,0.17279923150972465,0.04028572647359621,2.099800639309667e-05,0.7868940440102861
310,3,downRight,high,3.5172188083187748,1,0,0,0,1,0.03838696924986826,0.008949385537420702,4.664660940202021e-06,0.9526589805517709
311,3,downRight,high,4.150195192769045,1,0,0,0,1,0.008527580796025721,0.001988086315134166,1.0362441690750191e-06,0.989483296644671
312,3,midLeft,lowB,0.24157998100686287,1,1,0,0,0,0.7797465825770553,0.00044164900259318707,2.301993631921877e-07,0.2198115382209883
313,3,downRight,high,1.1986388773453,1,0,0,0,1,0.17321898845592254,9.81113546261666e-05,5.1138282265453596e-08,0.8266828490511691
314,3,midLeft,lowB,1.0076136275763257,1,1,0,0,0,0.8163324165898772,2.179522165806406e-05,1.1360256939016397e-08,0.18364577682820782
315,3,midRight,lowA,0.1818185229576395,1,0,1,0,0,0.18134645102019864,0.7778570410181228,2.5236560948714814e-09,0.040796505438022435
316,3,midLeft,lowB,0.8357632404069149,1,1,0,0,0,0.8181379145241476,0.17279923095419425,5.606246513059419e-10,0.009062853961033485
317,3,midLeft,lowB,3.6038477404060885,1,1,0,0,0,0.9595997376731067,0.03838696912645839,1.245415333296096e-10,0.0020132930758934567
320,3,downRight,high,0.1405102122648902,1,0,0,0,1,0.21317297131709845,0.008527580768610491,2.766662773026347e-11,0.7782994478866245
321,3,downLeft,lowC,0.218042136604714,1,0,0,1,0,0.04735590675582366,0.001894383313400306,0.7778521992637109,0.17289751066706527
322,3,midLeft,lowB,0.4206122863483802,1,1,0,0,0,0.7883722097955348,0.00042083308683504546,0.17279815536909982,0.038408801748530286
323,3,downLeft,lowC,1.0114269798397837,1,0,0,1,0,0.17513515257253176,9.348714472005561e-05,0.81623892944516,0.008532430837588204
324,3,midRight,lowA,0.3826689324764739,1,0,1,0,0,0.038905888976678765,0.7778729672211621,0.18132568305660202,0.001895460745557154
325,3,midRight,lowA,3.473721533669493,1,0,1,0,0,0.00864285767209854,0.9506549681827383,0.04028110170914398,0.0004210724360191383
326,3,midRight,lowA,4.2809834949033405,1,0,1,0,0,0.0019199918239865745,0.9890381097042298,0.008948358156168686,9.354031561491135e-05
327,3,downLeft,lowC,0.22585836724774833,1,0,0,1,0,0.00042652196114207437,0.21971264092124998,0.7798400573422133,2.0779775394605835e-05
328,3,midRight,lowA,1.160735088581118,1,0,1,0,0,9.475091563606226e-05,0.8266608792335329,0.17323975366942726,4.616181403833458e-06
329,3,downRight,high,0.2734278040929678,1,0,0,0,1,2.104870752688325e-05,0.18364089628153724,0.03848483027882449,0.7778532247321115
330,3,downRight,high,3.4409135994264184,1,0,0,0,1,4.675924085567857e-06,0.040795421235313156,0.00854932040838674,0.9506505824322146
331,3,downLeft,lowC,0.3944379632495794,1,0,0,1,0,1.038746252047482e-06,0.009062613107786055,0.7797514119841303,0.21118493616183165
333,3,midLeft,lowB,0.09873489935696952,1,1,0,0,0,0.7778524300127602,0.0020132395708742385,0.1732200612980831,0.046914269118282476
334,3,downRight,high,0.28497963602987486,1,0,0,0,1,0.17279820662949374,0.0004472367430373562,0.03848045566183897,0.78827410096563
338,3,downRight,high,3.2574937704593805,1,0,0,0,1,0.03838674157497893,9.935265887695829e-05,0.008548348596844318,0.9529655571692999
339,3,downRight,high,4.027620126195122,1,0,0,0,1,0.008527530218549774,2.2070974667429675e-05,0.0018989968407686474,0.9895514019660142
340,3,downRight,high,4.195427508695306,1,0,0,0,1,0.0018943720838154902,4.903018482611502e-06,0.00042185797179358753,0.9976788669259083
342,3,downRight,high,4.402190653201855,1,0,0,0,1,0.0004208305922074754,1.089194772911657e-06,9.371482065960977e-05,0.99948436539236
343,3,downLeft,lowC,0.08427061301228628,1,0,0,1,0,9.348659054402725e-05,2.4196222338248074e-07,0.7778730177988713,0.22203325364836135
344,3,downRight,high,1.2286542433347718,1,0,0,0,1,2.076784048826419e-05,5.375137578716794e-08,0.17280278016090045,0.8271763982472355
346,3,midLeft,lowB,0.2456968940476182,1,1,0,0,0,0.7778568127876554,1.1940749917999542e-08,0.03838775757492255,0.18375541769667214
347,3,downRight,high,1.061829290219165,1,0,0,0,1,0.1727991802532978,2.652611333499013e-09,0.008527755920702805,0.8186730611733881
348,3,downRight,high,3.6481605554635586,1,0,0,0,1,0.03838695786336574,5.892717739612639e-10,0.0018944222230524088,0.9597186193243101
349,3,downLeft,lowC,0.28305980851705587,1,0,0,1,0,0.008527578266539229,1.3090542862508818e-10,0.7782730409880935,0.21319938061446186
350,3,downLeft,lowC,3.5506232042155768,1,0,0,1,0,0.001894382757570678,2.908035307430917e-11,0.9507438436901969,0.04736177352315207
351,3,downLeft,lowC,4.211776686512285,1,0,0,1,0,0.00042083296335871604,6.460136480271297e-12,0.9890578532027516,0.010521313827429532
352,3,midRight,lowA,0.3969593234793795,1,0,1,0,0,9.348711729006059e-05,0.7778521992589998,0.21971702689602568,0.002337286727684445
