Trial,switch,t_pos,t_frequency,resp_speed,Resp,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight,simulated_RS
255,2,downRight,lowC,2.04300996969087,1,0,0,0,1,0.0321445183302509,0.0589174745016809,0.5883927817941259,0.3205452253739421,2.035117010129032
256,2,downRight,lowC,3.586496647293268,1,0,0,0,1,0.0225011628311756,0.0412422321511767,0.4118749472558881,0.5243816577617595,3.3303594124362665
258,2,downLeft,high,3.933983451037369,1,0,0,1,0,0.0157508139818229,0.0288695625058236,0.5883124630791217,0.3670671604332316,3.7028566321192216
260,2,downLeft,high,4.730533837750755,1,0,0,1,0,0.011025569787276,0.0202086937540765,0.7118187241553852,0.2569470123032621,4.591055752366267
261,2,downLeft,high,5.011994470163275,1,0,0,1,0,0.0077178988510932,0.0141460856278536,0.7982731069087696,0.1798629086122835,5.362101909021678
262,2,midLeft,lowA,2.0678403814479065,1,1,0,0,0,0.3054025291957652,0.0099022599394975,0.5587911748361387,0.1259040360285984,1.9344983866254597
264,2,downLeft,high,4.495225032523377,1,0,0,1,0,0.2137817704370357,0.0069315819576482,0.6911538223852971,0.0881328252200189,4.568061857051129
265,2,midRight,lowB,2.009362279407188,1,0,1,0,0,0.149647239305925,0.3048521073703538,0.483807675669708,0.0616929776540132,1.926780476542764
266,2,midLeft,lowA,2.833457665792485,1,1,0,0,0,0.4047530675141475,0.2133964751592476,0.3386653729687956,0.0431850843578092,2.573710599246462
267,2,downRight,lowC,2.16113946800423,1,0,0,0,1,0.2833271472599032,0.1493775326114733,0.2370657610781569,0.3302295590504664,2.190767244007045
268,2,downLeft,high,3.283425407806415,1,0,0,1,0,0.1983290030819323,0.1045642728280313,0.4659460327547098,0.2311606913353265,3.1506039912785457
269,2,midRight,lowB,2.498909300515934,1,0,1,0,0,0.1388303021573526,0.3731949909796219,0.3261622229282969,0.1618124839347285,2.373430805446822
274,2,downLeft,high,3.4531205525472943,1,0,0,1,0,0.0971812115101468,0.2612364936857353,0.5283135560498078,0.11326873875431,3.3660743740397665
276,2,downLeft,high,4.325208612606148,1,0,0,1,0,0.0680268480571027,0.1828655455800147,0.6698194892348655,0.079288117128017,4.358081765731598
277,2,midLeft,lowA,2.182454705405101,1,1,0,0,0,0.3476187936399719,0.1280058819060103,0.4688736424644058,0.0555016819896119,2.2437301678200927
278,2,downLeft,high,4.123871741242284,1,0,0,1,0,0.2433331555479803,0.0896041173342072,0.6282115497250841,0.0388511773927283,4.208071667865157
279,2,midRight,lowB,2.30324874065188,1,0,1,0,0,0.1703332088835862,0.362722882133945,0.4397480848075589,0.0271958241749098,2.236547628412742
280,2,midRight,lowB,3.363746588383412,1,0,1,0,0,0.1192332462185103,0.5539060174937616,0.3078236593652912,0.0190370769224368,3.728196504594868
282,2,downLeft,high,3.332835454036648,1,0,0,1,0,0.0834632723529572,0.3877342122456331,0.5154765615557039,0.0133259538457058,3.295504400687342
283,2,downLeft,high,4.4389093081321125,1,0,0,1,0,0.05842429064707,0.2714139485719432,0.6608335930889927,0.009328167691994,4.294470596129017
285,2,downLeft,high,4.92606361860421,1,0,0,1,0,0.040897003452949,0.1899897640003602,0.7625835151622948,0.0065297173843958,5.030413215527684
286,2,midRight,lowB,2.794600238897412,1,0,1,0,0,0.0286279024170643,0.4329928348002521,0.5338084606136064,0.004570802169077,2.832200269055752
287,2,midLeft,lowA,2.068854777047055,1,1,0,0,0,0.320039531691945,0.3030949843601765,0.3736659224295245,0.0031995615183539,1.9343322783373231
289,2,downLeft,high,3.730902156633353,1,0,0,1,0,0.2240276721843614,0.2121664890521235,0.5615661457006672,0.0022396930628477,3.788848515376366
290,2,midRight,lowB,2.925968964632523,1,0,1,0,0,0.156819370529053,0.4485165423364864,0.3930963019904671,0.0015677851439934,2.915437840200463
292,2,downLeft,high,3.946540223500663,1,0,0,1,0,0.1097735593703371,0.3139615796355405,0.5751674113933269,0.0010974496007954,3.9306269507012708
294,2,downLeft,high,4.388612732961123,1,0,0,1,0,0.0768414915592359,0.2197731057448783,0.7026171879753289,0.0007682147205567,4.773253163033717
295,2,midLeft,lowA,2.320867311457389,1,1,0,0,0,0.3537890440914651,0.1538411740214148,0.4918320315827302,0.0005377503043897,2.153000621928009
296,2,midRight,lowB,2.7226394997974275,1,0,1,0,0,0.2476523308640256,0.4076888218149904,0.3442824221079111,0.0003764252130728,2.643152048766402
297,2,downLeft,high,3.5412197709339805,1,0,0,1,0,0.1733566316048179,0.2853821752704933,0.5409976954755379,0.0002634976491509,3.464264038996038
298,2,midLeft,lowA,2.7636851699718825,1,1,0,0,0,0.4213496421233725,0.1997675226893453,0.3786983868328765,0.0001844483544056,2.76161069055901
299,2,downLeft,high,3.551381566230336,1,0,0,1,0,0.2949447494863608,0.1398372658825417,0.5650888707830135,0.0001291138480839,3.8130960818380464
300,3,downRight,high,1.8439202891790984,1,0,0,0,1,0.2064613246404525,0.0978860861177792,0.3955622095481095,0.3000903796936588,1.9616208125912442
301,3,downRight,high,3.161913711396233,1,0,0,0,1,0.1445229272483167,0.0685202602824454,0.2768935466836766,0.5100632657855612,3.209846600013847
302,3,downRight,high,4.325603784298336,1,0,0,0,1,0.1011660490738217,0.0479641821977118,0.1938254826785736,0.6570442860498928,4.178104954634702
304,3,midLeft,lowB,2.4635452075137083,1,1,0,0,0,0.3708162343516752,0.0335749275383982,0.1356778378750015,0.459931000234925,2.424844614613359
305,3,midRight,lowA,2.1265798026127354,1,0,1,0,0,0.2595713640461726,0.3235024492768787,0.0949744865125011,0.3219517001644475,2.267828195441242
306,3,downRight,high,3.2300176325068035,1,0,0,0,1,0.1816999548323208,0.2264517144938151,0.0664821405587507,0.5253661901151132,3.359411774359153
310,3,downRight,high,4.220632329049614,1,0,0,0,1,0.1271899683826246,0.1585162001456705,0.0465374983911255,0.6677563330805792,4.421730348381174
313,3,downRight,high,5.105116395547578,1,0,0,0,1,0.0890329778678372,0.1109613401019694,0.0325762488737878,0.7674294331564054,5.114783632138642
314,3,downRight,high,5.610073233075062,1,0,0,0,1,0.062323084507486,0.0776729380713786,0.0228033742116515,0.8372006032094839,5.582033219710105
315,3,downLeft,lowC,2.2939443455579998,1,0,0,1,0,0.0436261591552402,0.054371056649965,0.3159623619481561,0.5860404222466387,2.093223795338924
316,3,midLeft,lowB,2.092466453709757,1,1,0,0,0,0.3305383114086682,0.0380597396549755,0.2211736533637092,0.410228295572647,2.2533190608456146
317,3,downRight,high,3.789994622974468,1,0,0,0,1,0.2313768179860677,0.0266418177584828,0.1548215573545964,0.5871598069008529,3.6950154906392543
321,3,downRight,high,4.841291820960875,1,0,0,0,1,0.1619637725902474,0.018649272430938,0.1083750901482175,0.7110118648305971,4.618277965263839
325,3,midLeft,lowB,2.809385498419246,1,1,0,0,0,0.4133746408131732,0.0130544907016566,0.0758625631037522,0.4977083053814179,2.7064664140708254
326,3,downRight,high,4.211552655482921,1,0,0,0,1,0.2893622485692212,0.0091381434911596,0.0531037941726265,0.6483958137669925,4.177906604987539
327,3,downRight,high,5.012371231253288,1,0,0,0,1,0.2025535739984549,0.0063967004438117,0.0371726559208386,0.7538770696368947,4.867945155299029
328,3,downRight,high,5.34015195820739,1,0,0,0,1,0.1417875017989184,0.0044776903106682,0.026020859144587,0.8277139487458264,5.437324686753682
329,3,downRight,high,5.753401459091342,1,0,0,0,1,0.0992512512592429,0.0031343832174677,0.0182146014012109,0.8793997641220784,5.555790905407456
330,3,downLeft,lowC,2.2350084895622957,1,0,0,1,0,0.06947587588147,0.0021940682522274,0.3127502209808476,0.6155798348854549,2.1894515792993
332,3,midRight,lowA,1.8900041752963128,1,0,1,0,0,0.048633113117029,0.3015358477765592,0.2189251546865933,0.4309058844198184,1.9090538279505362
333,3,midRight,lowA,3.365041273640488,1,0,1,0,0,0.0340431791819203,0.5110750934435915,0.1532476082806153,0.3016341190938729,3.3584173350045328
334,3,downRight,high,3.445791928304585,1,0,0,0,1,0.0238302254273442,0.357752565410514,0.1072733257964307,0.511143883365711,3.4121740242388956
335,3,downRight,high,4.34369827928592,1,0,0,0,1,0.0166811577991409,0.2504267957873598,0.0750913280575015,0.6578007183559977,4.478506309303635
336,3,midLeft,lowB,2.048859123105621,1,1,0,0,0,0.3116768104593987,0.1752987570511519,0.052563929640251,0.4604605028491984,1.9263855444277793
339,3,downLeft,lowC,2.2415514228541857,1,0,0,1,0,0.218173767321579,0.1227091299358063,0.3367947507481757,0.3223223519944388,2.139402363446493
340,3,downRight,high,3.4201120867397306,1,0,0,0,1,0.1527216371251053,0.0858963909550644,0.235756325523723,0.5256256463961072,3.5571308056271906
341,3,midLeft,lowB,2.821738398980799,1,1,0,0,0,0.4069051459875737,0.060127473668545,0.1650294278666061,0.367937952477275,2.7938977807670335
342,3,downRight,high,3.838720598054984,1,0,0,0,1,0.2848336021913016,0.0420892315679815,0.1155205995066242,0.5575565667340925,3.472955035309951
343,3,downRight,high,4.582301778100621,1,0,0,0,1,0.1993835215339111,0.029462462097587,0.080864419654637,0.6902895967138648,4.531848952294509
344,3,downRight,high,4.9870032127285,1,0,0,0,1,0.1395684650737378,0.0206237234683109,0.0566050937582459,0.7832027176997054,5.229630840691416
345,3,midRight,lowA,2.13526198199296,1,0,1,0,0,0.0976979255516164,0.3144366064278177,0.0396235656307721,0.5482419023897938,1.950181460112387
346,3,midLeft,lowB,2.500237331381604,1,1,0,0,0,0.3683885478861315,0.2201056244994723,0.0277364959415404,0.3837693316728556,2.552223854962697
348,3,downLeft,lowC,2.105410115934333,1,0,0,1,0,0.257871983520292,0.1540739371496306,0.3194155471590783,0.268638532170999,2.009109117443693
349,3,midRight,lowA,2.6656331385532974,1,0,1,0,0,0.1805103884642044,0.4078517560047414,0.2235908830113548,0.1880469725196993,2.781371338846052
350,3,midRight,lowA,3.966182134763504,1,0,1,0,0,0.1263572719249431,0.585496229203319,0.1565136181079484,0.1316328807637895,3.7205430474609416
351,3,midLeft,lowB,2.550890554247386,1,1,0,0,0,0.3884500903474602,0.4098473604423233,0.1095595326755638,0.0921430165346526,2.533809197539462
353,3,downLeft,lowC,2.3604325072039134,1,0,0,1,0,0.2719150632432221,0.2868931523096263,0.3766916728728947,0.0645001115742568,2.469966951529155
354,3,midRight,lowA,3.4247199890059683,1,0,1,0,0,0.1903405442702554,0.5008252066167385,0.2636841710110263,0.0451500781019798,3.352055283942104
356,3,downLeft,lowC,3.1854776428095244,1,0,0,1,0,0.1332383809891788,0.3505776446317169,0.4845789197077184,0.0316050546713858,3.283670210136172
357,3,midRight,lowA,3.4844948653837817,1,0,1,0,0,0.0932668666924251,0.5454043512422019,0.3392052437954029,0.0221235382699701,3.541166114865017
358,3,downRight,high,2.281461981670733,1,0,0,0,1,0.0652868066846976,0.3817830458695413,0.237443670656782,0.315486476788979,2.054544098124243
360,3,midRight,lowA,3.810332488983641,1,0,1,0,0,0.0457007646792883,0.567248132108679,0.1662105694597474,0.2208405337522853,3.7531724429805915
361,3,downRight,high,2.7635441979582107,1,0,0,0,1,0.0319905352755018,0.3970736924760752,0.1163473986218232,0.4545883736265997,2.8613570916072932
362,3,downRight,high,4.08853288813565,1,0,0,0,1,0.0223933746928512,0.2779515847332527,0.0814431790352762,0.6182118615386198,3.8736781621350014
363,3,downRight,high,4.691072186624116,1,0,0,0,1,0.0156753622849959,0.1945661093132769,0.0570102253246933,0.7327483030770339,4.708899282474604
364,3,midRight,lowA,2.931950655933753,1,0,1,0,0,0.0109727535994971,0.4361962765192938,0.0399071577272853,0.5129238121539237,3.0138956784440665
365,3,midRight,lowA,3.918013143569001,1,0,1,0,0,0.0076809275196479,0.6053373935635057,0.0279350104090997,0.3590466685077466,3.951764841333454
366,3,downLeft,lowC,2.1060047676451505,1,0,0,1,0,0.0053766492637535,0.4237361754944539,0.3195545072863698,0.2513326679554226,2.0806053378041423
367,3,downRight,high,3.170767025793857,1,0,0,0,1,0.0037636544846275,0.2966153228461178,0.2236881551004588,0.4759328675687958,3.0426134361986654
368,3,downRight,high,4.104706436277781,1,0,0,0,1,0.0026345581392392,0.2076307259922824,0.1565817085703212,0.633153007298157,3.9304081649361327
369,3,midRight,lowA,2.8622089530634085,1,0,1,0,0,0.0018441906974674,0.4453415081945977,0.1096071959992248,0.44320710510871,3.022477243716515
370,3,downRight,high,4.1244743460713,1,0,0,0,1,0.0012909334882272,0.3117390557362184,0.0767250371994574,0.610244973576097,3.8614679846840736
371,3,midRight,lowA,3.3490082004085524,1,0,1,0,0,0.000903653441759,0.5182173390153528,0.0537075260396201,0.4271714815032679,3.4411610080470427
372,3,downLeft,lowC,2.146996579447452,1,0,0,1,0,0.0006325574092313,0.3627521373107469,0.3375952682277341,0.2990200370522875,2.2833989367280134
374,3,downRight,high,3.371995814907624,1,0,0,0,1,0.0004427901864619,0.2539264961175229,0.2363166877594139,0.5093140259366012,3.4840936509412592
375,3,downLeft,lowC,3.027258089703232,1,0,0,1,0,0.0003099531305233,0.177748547282266,0.4654216814315897,0.3565198181556209,3.2066403715483727
376,3,midLeft,lowB,2.146771458761113,1,1,0,0,0,0.3002169671913663,0.1244239830975862,0.3257951770021128,0.2495638727089346,1.8512477418454434
377,3,midLeft,lowB,3.312827954762539,1,1,0,0,0,0.5101518770339564,0.0870967881683103,0.2280566239014789,0.1746947108962542,3.2050755800809045
378,3,midRight,lowA,2.392647426118172,1,0,1,0,0,0.3571063139237694,0.3609677517178172,0.1596396367310352,0.1222862976273779,2.325451454333079
381,3,midLeft,lowB,3.6188520586643302,1,1,0,0,0,0.5499744197466386,0.2526774262024721,0.1117477457117246,0.0856004083391645,3.7726532536137096
382,3,downLeft,lowC,2.465402191614668,1,0,0,1,0,0.384982093822647,0.1768741983417304,0.3782234219982073,0.0599202858374152,2.462751237843046
383,3,downRight,high,2.128398700597192,1,0,0,0,1,0.2694874656758529,0.1238119388392113,0.2647563953987451,0.3419442000861906,2.2094578964689244
384,3,downRight,high,3.688398939226044,1,0,0,0,1,0.188641225973097,0.0866683571874479,0.1853294767791216,0.5393609400603334,3.596628274753123
386,3,downRight,high,4.46960053196062,1,0,0,0,1,0.1320488581811679,0.0606678500312135,0.1297306337453851,0.6775526580422334,4.347060565845446
387,3,downRight,high,5.119061598987979,1,0,0,0,1,0.0924342007268175,0.0424674950218494,0.0908114436217696,0.7742868606295634,4.961860108067768
388,3,downRight,high,5.459264293602425,1,0,0,0,1,0.0647039405087722,0.0297272465152946,0.0635680105352387,0.8420008024406944,5.488245103414366
389,3,midLeft,lowB,2.183085714594864,1,1,0,0,0,0.3452927583561406,0.0208090725607062,0.0444976073746671,0.5894005617084861,2.293222440576885
390,3,downRight,high,4.749471277594291,1,0,0,0,1,0.2417049308492984,0.0145663507924943,0.0311483251622669,0.7125803931959402,4.365320787077592
392,3,downRight,high,5.03815839329838,1,0,0,0,1,0.1691934515945088,0.010196445554746,0.0218038276135868,0.7988062752371582,5.354002972734111
393,3,midLeft,lowB,2.9980529397911284,1,1,0,0,0,0.4184354161161562,0.0071375118883222,0.0152626793295108,0.5591643926660108,2.642318012586375
394,3,downLeft,lowC,1.928589407045068,1,0,0,1,0,0.2929047912813093,0.0049962583218255,0.3106838755306575,0.3914150748662076,2.0642794302470784
395,3,downRight,high,3.9111122421778783,1,0,0,0,1,0.2050333538969165,0.0034973808252778,0.2174787128714602,0.5739905524063453,3.699849905812193
396,3,downRight,high,4.759514211289289,1,0,0,0,1,0.1435233477278415,0.0024481665776945,0.1522350990100222,0.7017933866844417,4.592630469915246
397,3,midRight,lowA,1.998454545846836,1,0,1,0,0,0.1004663434094891,0.3017137166043862,0.1065645693070155,0.4912553706791092,1.9487805958988995
399,3,downRight,high,4.2480650775054,1,0,0,0,1,0.0703264403866423,0.2111996016230703,0.0745951985149108,0.6438787594753764,4.022314069264384
400,4,midLeft,high,2.215440637116645,1,1,0,0,0,0.3492285082706496,0.1478397211361492,0.0522166389604376,0.4507151316327635,2.438442686962605
402,4,midLeft,high,3.5877237373386004,1,1,0,0,0,0.5444599557894547,0.1034878047953044,0.0365516472723063,0.3155005921429344,3.5856160276213056
403,4,midLeft,high,4.39143263174508,1,1,0,0,0,0.6811219690526182,0.0724414633567131,0.0255861530906144,0.2208504145000541,4.45196976689675
404,4,downRight,lowB,2.9516164407592487,1,0,0,0,1,0.4767853783368328,0.0507090243496992,0.0179103071634301,0.4545952901500379,2.9818180856917915
405,4,midLeft,high,4.197003675311062,1,1,0,0,0,0.633749764835783,0.0354963170447894,0.012537215014401,0.3182167031050265,4.176626062788127
406,4,midLeft,high,4.954379527141937,1,1,0,0,0,0.7436248353850481,0.0248474219313526,0.0087760505100807,0.2227516921735186,4.930570151231165
407,4,downRight,lowB,2.9901492484306,1,0,0,0,1,0.5205373847695337,0.0173931953519468,0.0061432353570565,0.455926184521463,3.043234882352186
408,4,midLeft,high,4.436141897980384,1,1,0,0,0,0.6643761693386736,0.0121752367463627,0.0043002647499395,0.3191483291650241,4.251552169338685
409,4,downRight,lowB,3.4667939888764625,1,0,0,0,1,0.4650633185370715,0.0085226657224539,0.0030101853249576,0.5234038304155169,3.42211125262584
410,4,downRight,lowB,4.241409240140516,1,0,0,0,1,0.32554432297595,0.0059658660057177,0.0021071297274703,0.6663826812908618,4.304215350943458
411,4,midLeft,high,3.3767622759110454,1,1,0,0,0,0.527881026083165,0.0041761062040024,0.0014749908092292,0.4664678769036032,3.4607153077211157
412,4,downRight,lowB,4.237515327375521,1,0,0,0,1,0.3695167182582155,0.0029232743428017,0.0010324935664604,0.6265275138325223,4.0584937570075015
415,4,midLeft,high,3.630534194925464,1,1,0,0,0,0.5586617027807509,0.0020462920399611,0.0007227454965223,0.4385692596827656,3.636455622649656
416,4,downRight,lowB,3.9464005322728575,1,0,0,0,1,0.3910631919465256,0.0014324044279728,0.0005059218475656,0.6069984817779359,3.9129180777829555
419,4,midLeft,high,3.821238420761252,1,1,0,0,0,0.5737442343625679,0.0010026830995809,0.0003541452932959,0.4248989372445552,3.7495991646171567
421,4,midLeft,high,4.603456767351327,1,1,0,0,0,0.7016209640537976,0.0007018781697066,0.0002479017053071,0.2974292560711886,4.662808745866062
422,4,midRight,lowA,2.025833100325305,1,0,1,0,0,0.4911346748376583,0.3004913147187946,0.000173531193715,0.208200479249832,2.080174321702245
424,4,midRight,lowA,3.424341103700156,1,0,1,0,0,0.3437942723863608,0.5103439203031562,0.0001214718356005,0.1457403354748824,3.4971309390473477
425,4,midLeft,high,3.5344306306975475,1,1,0,0,0,0.5406559906704526,0.3572407442122093,8.503028492035718e-05,0.1020182348324177,3.575654636217981
426,4,midLeft,high,4.5100910859369785,1,1,0,0,0,0.6784591934693168,0.2500685209485465,5.952119944425003e-05,0.0714127643826924,4.4454058856196506
428,4,downLeft,lowC,1.9307041765386743,1,0,0,1,0,0.4749214354285218,0.1750479646639826,0.3000416648396109,0.0499889350678846,2.0222285766067962
429,4,downRight,lowB,2.1753346065851624,1,0,0,0,1,0.3324450047999652,0.1225335752647878,0.2100291653877276,0.3349922545475192,2.464682882777665
430,4,midLeft,high,3.470537930176256,1,1,0,0,0,0.5327115033599757,0.0857735026853514,0.1470204157714093,0.2344945781832635,3.6807817311727
432,4,midLeft,high,4.282440449344345,1,1,0,0,0,0.672898052351983,0.060041451879746,0.1029142910399865,0.1641462047282844,4.3756081541819425
433,4,midLeft,high,5.044833318624658,1,1,0,0,0,0.7710286366463881,0.0420290163158222,0.0720400037279905,0.1149023433097991,5.1006043970221455
434,4,midLeft,high,5.492436300659673,1,1,0,0,0,0.8397200456524717,0.0294203114210755,0.0504280026095934,0.0804316403168593,5.6109981815675205
436,4,midLeft,high,5.868514649534051,1,1,0,0,0,0.8878040319567302,0.0205942179947528,0.0352996018267153,0.0563021482218015,5.738899500658603
437,4,midRight,lowA,2.0330862954781583,1,0,1,0,0,0.6214628223697112,0.314415952596327,0.0247097212787007,0.0394115037552611,1.8746668850177701
438,4,midLeft,high,4.827977773198601,1,1,0,0,0,0.7350239756587978,0.2200911668174289,0.0172968048950905,0.0275880526286827,4.643455051870396
440,4,downLeft,lowC,2.0506738812262464,1,0,0,1,0,0.5145167829611584,0.1540638167722002,0.3121077634265633,0.0193116368400779,2.0488237177640536
441,4,midLeft,high,4.293761031572026,1,1,0,0,0,0.6601617480728109,0.1078446717405401,0.2184754343985943,0.0135181457880545,4.391944898605597
442,4,downRight,lowB,1.9916581151917812,1,0,0,0,1,0.4621132236509676,0.0754912702183781,0.152932804079016,0.3094627020516381,1.8987683829673496
444,4,midLeft,high,4.112570881337232,1,1,0,0,0,0.6234792565556774,0.0528438891528646,0.1070529628553112,0.2166238914361467,4.022632266848634
445,4,midRight,lowA,2.3055509506364698,1,0,1,0,0,0.4364354795889741,0.3369907224070053,0.0749370739987178,0.1516367240053027,2.099949551971239
446,4,midLeft,high,3.861033456457848,1,1,0,0,0,0.6055048357122819,0.2358935056849037,0.0524559517991025,0.1061457068037119,4.000965613805885
448,4,midRight,lowA,3.225574940824337,1,0,1,0,0,0.4238533849985973,0.4651254539794326,0.0367191662593717,0.0743019947625983,3.1684070210969613
449,4,downRight,lowB,2.3122622401886144,1,0,0,0,1,0.2966973694990181,0.3255878177856028,0.0257034163815602,0.3520113963338188,2.402281688151611
450,4,downLeft,lowC,2.2048081385164715,1,0,0,1,0,0.2076881586493127,0.227911472449922,0.3179923914670921,0.2464079774336732,2.160360141951161
451,4,midLeft,high,3.1020615774878357,1,1,0,0,0,0.4453817110545189,0.1595380307149453,0.2225946740269644,0.1724855842035712,2.890031002949243
452,4,midLeft,high,4.179954700842592,1,1,0,0,0,0.6117671977381632,0.1116766215004617,0.1558162718188751,0.1207399089424998,4.110914841626629
453,4,midRight,lowA,2.472842041726228,1,0,1,0,0,0.4282370384167142,0.3781736350503232,0.1090713902732126,0.0845179362597499,2.540433710252942
454,4,downLeft,lowC,2.4826916231988774,1,0,0,1,0,0.2997659268917,0.2647215445352262,0.3763499731912488,0.0591625553818249,2.4763922291111675
455,4,downLeft,lowC,3.795632926266088,1,0,0,1,0,0.20983614882419,0.1853050811746583,0.5634449812338742,0.0414137887672774,3.597307739869653
456,4,midLeft,high,2.9336409955356846,1,1,0,0,0,0.4468853041769329,0.1297135568222608,0.3944114868637119,0.0289896521370942,2.93257623505925
457,4,downLeft,lowC,3.868614740507512,1,0,0,1,0,0.3128197129238531,0.0907994897755826,0.5760880408045984,0.0202927564959659,3.810782170094093
459,4,midLeft,high,3.4699656803711214,1,1,0,0,0,0.5189737990466972,0.0635596428429078,0.4032616285632189,0.0142049295471761,3.5797221040888867
460,4,midLeft,high,4.199650086632286,1,1,0,0,0,0.663281659332688,0.0444917499900354,0.2822831399942532,0.0099434506830233,4.382528406879195
462,4,midLeft,high,5.015820454285097,1,1,0,0,0,0.7642971615328816,0.0311442249930248,0.1975981979959772,0.0069604154781163,4.881140495950167
463,4,midLeft,high,5.375991873606754,1,1,0,0,0,0.8350080130730171,0.0218009574951173,0.1383187385971841,0.0048722908346814,5.322775928776634
465,4,midRight,lowA,2.199793484113121,1,0,1,0,0,0.584505609151112,0.3152606702465821,0.0968231170180288,0.0034106035842769,2.157853255064232
466,4,midLeft,high,4.592172057065287,1,1,0,0,0,0.7091539264057785,0.2206824691726075,0.0677761819126202,0.0023874225089938,4.4605360887797065
467,4,midRight,lowA,3.0152231906114397,1,0,1,0,0,0.4964077484840449,0.4544777284208253,0.0474433273388341,0.0016711957562957,2.957333652162719
468,4,midLeft,high,4.17081418908865,1,1,0,0,0,0.6474854239388315,0.3181344098945777,0.0332103291371839,0.001169837029407,4.285535044102349
470,4,midLeft,high,4.926968660280009,1,1,0,0,0,0.753239796757182,0.2226940869262044,0.0232472303960287,0.0008188859205849,4.7953152071609635
472,4,midLeft,high,5.406591186132031,1,1,0,0,0,0.8272678577300274,0.1558858608483431,0.0162730612772201,0.0005732201444094,5.333901555983164
475,4,downLeft,lowC,1.9662278411250864,1,0,0,1,0,0.5790875004110192,0.1091201025938401,0.311391142894054,0.0004012541010866,1.8782077123411978
477,4,midLeft,high,4.552193644564661,1,1,0,0,0,0.7053612502877135,0.0763840718156881,0.2179738000258378,0.0002808778707606,4.544656755080425
478,4,downRight,lowB,2.044650325240759,1,0,0,0,1,0.4937528752013994,0.0534688502709816,0.1525816600180864,0.3001966145095324,2.0252465689353563
479,4,downLeft,lowC,2.822572885017084,1,0,0,1,0,0.3456270126409796,0.0374281951896871,0.4068071620126605,0.2101376301566727,2.60410673150635
480,4,midRight,lowA,2.1568077545475104,1,0,1,0,0,0.2419389088486857,0.326199736632781,0.2847650134088624,0.1470963411096709,2.4843562271573694
481,4,midRight,lowA,3.3982748477901854,1,0,1,0,0,0.16935723619408,0.5283398156429467,0.1993355093862037,0.1029674387767696,3.6383763851214983
483,4,downRight,lowB,2.4178491253829995,1,0,0,0,1,0.118550065335856,0.3698378709500627,0.1395348565703426,0.3720772071437387,2.2992680775112357
484,4,downLeft,lowC,2.5904369627081136,1,0,0,1,0,0.0829850457350992,0.2588865096650439,0.3976743995992398,0.2604540450006171,2.6782688710510203
486,4,midLeft,high,2.3830161993420256,1,1,0,0,0,0.3580895320145694,0.1812205567655307,0.2783720797194678,0.1823178315004319,2.5315032005609606
487,4,downLeft,lowC,3.0433872931124366,1,0,0,1,0,0.2506626724101986,0.1268543897358715,0.4948604558036275,0.1276224820503023,3.3398621367717682
488,4,midRight,lowA,2.5191611005166727,1,0,1,0,0,0.175463870687139,0.38879807281511,0.3464023190625392,0.0893357374352116,2.4247622454828894
489,4,midLeft,high,2.790857793438265,1,1,0,0,0,0.4228247094809973,0.272158650970577,0.2424816233437775,0.0625350162046481,2.6865482710578856
490,4,downRight,lowB,2.5427618775955696,1,0,0,0,1,0.2959772966366981,0.1905110556794039,0.1697371363406442,0.3437745113432537,2.2734432524653267
491,4,midRight,lowA,2.80558320693162,1,0,1,0,0,0.2071841076456887,0.4333577389755828,0.1188159954384509,0.2406421579402776,2.801651043449761
492,4,midLeft,high,2.714631050651969,1,1,0,0,0,0.4450288753519821,0.3033504172829079,0.0831711968069156,0.1684495105581943,2.845243881312496
493,4,downLeft,lowC,2.306276730353566,1,0,0,1,0,0.3115202127463874,0.2123452920980355,0.358219837764841,0.117914657390736,2.5633022792738878
494,4,midLeft,high,3.517599746766634,1,1,0,0,0,0.5180641489224712,0.1486417044686249,0.2507538864353887,0.0825402601735152,3.343223160365404
495,4,downLeft,lowC,3.1540495718751185,1,0,0,1,0,0.3626449042457298,0.1040491931280374,0.4755277205047721,0.0577781821214606,3.1975585151958517
498,4,midRight,lowA,2.470611951288677,1,0,1,0,0,0.2538514329720108,0.3728344351896262,0.3328694043533404,0.0404447274850224,2.6106918129619054
499,4,midLeft,high,3.364680125701909,1,1,0,0,0,0.4776960030804076,0.2609841046327383,0.2330085830473383,0.0283113092395157,3.09271549596529
500,5,midLeft,high,4.1440518581994565,1,1,0,0,0,0.6343872021562853,0.1826888732429168,0.1631060081331368,0.019817916467661,4.247474086990979
501,5,midLeft,high,4.936076992880909,1,1,0,0,0,0.7440710415093997,0.1278822112700418,0.1141742056931957,0.0138725415273627,5.005566987963715
502,5,midLeft,high,5.305204096364092,1,1,0,0,0,0.8208497290565798,0.0895175478890292,0.079921943985237,0.0097107790691538,5.303922130018675
503,5,midLeft,high,5.591617386499521,1,1,0,0,0,0.8745948103396058,0.0626622835223204,0.0559453607896659,0.0067975453484077,5.79011693749217
505,5,midLeft,high,5.94067661720169,1,1,0,0,0,0.912216367237724,0.0438635984656243,0.0391617525527661,0.0047582817438854,5.836527509857897
506,5,midRight,lowA,2.0670746765847303,1,0,1,0,0,0.6385514570664069,0.330704518925937,0.0274132267869363,0.0033307972207197,2.251932433393368
