Trial,switch,t_pos,t_frequency,resp_speed,Resp,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight,simulated_RS
757,7,downRight,lowA,2.625999181833229,1,0,0,0,1,0.5530500126822366,0.0243679056666148,0.014650365369906,0.4079317162812423,2.7861060906068693
758,7,downLeft,lowB,1.87185786175307,1,0,0,1,0,0.3871350088775657,0.0170575339666304,0.3102552557589342,0.2855522013968696,2.083301083886388
759,7,midLeft,high,3.751207100277796,1,1,0,0,0,0.570994506214296,0.0119402737766412,0.2171786790312539,0.1998865409778087,3.717339420404894
761,7,downRight,lowA,3.086759809146697,1,0,0,0,1,0.3996961543500072,0.0083581916436488,0.1520250753218778,0.4399205786844661,3.0665459062559517
763,7,midRight,lowC,2.0746131987103364,1,0,1,0,0,0.279787308045005,0.3058507341505542,0.1064175527253144,0.3079444050791262,2.043991737335352
766,7,midRight,lowC,3.1697489301672377,1,0,1,0,0,0.1958511156315035,0.514095513905388,0.0744922869077201,0.2155610835553884,3.209486966355588
768,7,midLeft,high,3.009825961992488,1,1,0,0,0,0.4370957809420525,0.3598668597337716,0.0521446008354041,0.1508927584887718,2.7449238801571827
769,7,midLeft,high,3.982475537772556,1,1,0,0,0,0.6059670466594367,0.2519068018136401,0.0365012205847828,0.1056249309421403,3.8111220243027253
770,7,midLeft,high,4.586654120267195,1,1,0,0,0,0.7241769326616057,0.1763347612695481,0.025550854409348,0.0739374516594982,4.765112329811037
771,7,downLeft,lowB,2.1569523601691105,1,0,0,1,0,0.5069238528631239,0.1234343328886836,0.3178855980865436,0.0517562161616487,2.0068676191342556
773,7,midLeft,high,4.18806217093691,1,1,0,0,0,0.6548466970041867,0.0864040330220785,0.2225199186605805,0.0362293513131541,4.229369072941553
774,7,downLeft,lowB,3.069985716561748,1,0,0,1,0,0.4583926879029307,0.060482823115455,0.4557639430624063,0.0253605459192078,2.777497182949476
775,7,midLeft,high,4.091102737179382,1,1,0,0,0,0.6208748815320515,0.0423379761808185,0.3190347601436845,0.0177523821434455,4.010185420235936
776,7,downRight,lowA,2.0260722950530674,1,0,0,0,1,0.434612417072436,0.0296365833265729,0.2233243321005791,0.3124266675004118,2.1785066749674598
777,7,midLeft,high,4.028736183184757,1,1,0,0,0,0.6042286919507052,0.020745608328601,0.1563270324704054,0.2186986672502883,3.8055179793486986
778,7,midLeft,high,4.723124940653093,1,1,0,0,0,0.7229600843654936,0.0145219258300207,0.1094289227292837,0.1530890670752018,4.697609275781052
779,7,midLeft,high,5.37792587641654,1,1,0,0,0,0.8060720590558456,0.0101653480810145,0.0766002459104986,0.1071623469526412,5.387403971072272
780,7,midLeft,high,5.583150882369467,1,1,0,0,0,0.8642504413390919,0.0071157436567101,0.053620172137349,0.0750136428668488,5.6687637613983215
782,7,downRight,lowA,2.4377632912461333,1,0,0,0,1,0.6049753089373644,0.0049810205596971,0.0375341204961443,0.3525095500067942,2.31534939298443
783,7,midLeft,high,4.556681460691484,1,1,0,0,0,0.723482716256155,0.0034867143917879,0.026273884347301,0.2467566850047559,4.8315014880940685
784,7,midRight,lowC,1.8518146709347645,1,0,1,0,0,0.5064379013793086,0.3024407000742516,0.0183917190431107,0.1727296795033291,2.103956451624482
785,7,midLeft,high,4.18367616131683,1,1,0,0,0,0.654506530965516,0.2117084900519761,0.0128742033301775,0.1209107756523304,4.265730183238453
786,7,downLeft,lowB,1.956422283540572,1,0,0,1,0,0.4581545716758611,0.1481959430363832,0.3090119423311242,0.0846375429566313,1.9458666413251289
787,7,midLeft,high,4.145295601527385,1,1,0,0,0,0.6207082001731029,0.1037371601254682,0.216308359631787,0.0592462800696419,4.06311825185641
788,7,midLeft,high,4.8334638386950655,1,1,0,0,0,0.734495740121172,0.0726160120878278,0.1514158517422509,0.0414723960487493,4.873198460599922
789,7,downRight,lowA,2.2134021124834167,1,0,0,0,1,0.5141470180848204,0.0508312084614794,0.1059910962195756,0.3290306772341245,2.198523685389951
791,7,midLeft,high,4.147900946396646,1,1,0,0,0,0.6599029126593743,0.0355818459230356,0.0741937673537029,0.2303214740638872,4.360529440105209
794,7,downRight,lowA,3.0054935441698776,1,0,0,0,1,0.461932038861562,0.0249072921461249,0.051935637147592,0.461225031844721,2.922544070010827
795,7,midLeft,high,4.249867590334819,1,1,0,0,0,0.6233524272030934,0.0174351045022874,0.0363549460033144,0.3228575222913047,4.0241058821227975
796,7,midLeft,high,4.674287537836824,1,1,0,0,0,0.7363466990421654,0.0122045731516012,0.0254484622023201,0.2260002656039133,4.951668101213896
797,7,downLeft,lowB,2.073406940710937,1,0,0,1,0,0.5154426893295158,0.0085432012061208,0.317813923541624,0.1582001859227393,1.918730415201895
800,8,downRight,lowA,2.617193610694739,1,0,0,0,1,0.3608098825306611,0.0059802408442845,0.2224697464791368,0.4107401301459175,2.541106048582225
801,8,midRight,high,2.0426836152152434,1,0,1,0,0,0.2525669177714628,0.3041861685909992,0.1557288225353957,0.2875180911021422,2.0147900555051548
802,8,midRight,high,3.541282135833175,1,0,1,0,0,0.1767968424400239,0.5129303180136995,0.109010175774777,0.2012626637714996,3.2085689925396776
803,8,downLeft,lowB,2.5362804822217964,1,0,0,1,0,0.1237577897080167,0.3590512226095896,0.3763071230423439,0.1408838646400497,2.399821139463343
804,8,downRight,lowA,2.6651462321731376,1,0,0,0,1,0.0866304527956117,0.2513358558267127,0.2634149861296407,0.3986187052480348,2.4355432735113656
805,8,midRight,high,3.1569819282374305,1,0,1,0,0,0.0606413169569282,0.4759350990786989,0.1843904902907485,0.2790330936736243,3.2175909067727537
806,8,downRight,lowA,3.196679841723028,1,0,0,0,1,0.0424489218698497,0.3331545693550892,0.1290733432035239,0.495323165571537,3.324557335331709
807,8,midRight,high,3.3850925899632847,1,0,1,0,0,0.0297142453088948,0.5332081985485625,0.0903513402424668,0.3467262159000759,3.4349904051071407
808,8,midRight,high,4.387064036281272,1,0,1,0,0,0.0207999717162263,0.6732457389839938,0.0632459381697267,0.2427083511300531,4.523600767707774
809,8,midRight,high,5.079429161705334,1,0,1,0,0,0.0145599802013584,0.7712720172887957,0.0442721567188087,0.1698958457910371,5.042208570404288
810,8,downRight,lowA,2.877880874067162,1,0,0,0,1,0.0101919861409509,0.5398904121021569,0.0309905097031661,0.4189270920537259,2.6611385048440943
812,8,midRight,high,4.485814992586777,1,0,1,0,0,0.0071343902986656,0.67792328847151,0.0216933567922162,0.2932489644376082,4.5485925027349685
814,8,midLeft,lowC,2.0175128719597426,1,1,0,0,0,0.3049940732090659,0.474546301930057,0.0151853497545513,0.2052742751063257,1.9345895622579186
815,8,downLeft,lowB,2.219476324478398,1,0,0,1,0,0.2134958512463461,0.3321824113510399,0.3106297448281859,0.143691992574428,2.0975284339072324
816,8,midRight,high,3.37798738037768,1,0,1,0,0,0.1494470958724423,0.5325276879457279,0.2174408213797301,0.1005843948020996,3.5729468590312288
817,8,midRight,high,4.396589887357015,1,0,1,0,0,0.1046129671107096,0.6727693815620095,0.1522085749658111,0.0704090763614697,4.466352896670482
819,8,downRight,lowA,2.572043756707368,1,0,0,0,1,0.0732290769774967,0.4709385670934066,0.1065460024760678,0.3492863534530288,2.3815522665035798
821,8,midRight,high,4.158806285235318,1,0,1,0,0,0.0512603538842477,0.6296569969653847,0.0745822017332474,0.2445004474171201,4.255756251506773
823,8,midRight,high,4.766425501877974,1,0,1,0,0,0.0358822477189734,0.7407598978757692,0.0522075412132732,0.1711503131919841,4.905427847081464
824,8,midRight,high,5.377357782675225,1,0,1,0,0,0.0251175734032813,0.8185319285130385,0.0365452788492912,0.1198052192343889,5.303276685887899
825,8,downRight,lowA,2.4553021839045552,1,0,0,0,1,0.0175823013822969,0.5729723499591269,0.0255816951945038,0.3838636534640722,2.6054041550789218
826,8,downLeft,lowB,2.020535141459412,1,0,0,1,0,0.0123076109676078,0.4010806449713888,0.3179071866361527,0.2687045574248505,2.057913630128551
827,8,downRight,lowA,3.21525822191437,1,0,0,0,1,0.0086153276773255,0.2807564514799722,0.2225350306453068,0.4880931901973954,3.1225200734506187
828,8,midLeft,lowC,1.9062103852207493,1,1,0,0,0,0.3060307293741278,0.1965295160359805,0.1557745214517148,0.3416652331381767,2.0209936354023315
829,8,midRight,high,2.780769943918316,1,0,1,0,0,0.2142215105618894,0.4375706612251864,0.1090421650162003,0.2391656631967237,2.9227374352416926
831,8,downRight,lowA,2.825801570541626,1,0,0,0,1,0.1499550573933226,0.3062994628576305,0.0763295155113402,0.4674159642377066,3.1077406662938727
832,8,downRight,lowA,4.116718883349156,1,0,0,0,1,0.1049685401753258,0.2144096240003413,0.0534306608579381,0.6271911749663946,4.104266746629598
833,8,midLeft,lowC,2.4101271391952923,1,1,0,0,0,0.3734779781227281,0.1500867368002389,0.0374014626005567,0.4390338224764762,2.3280621309572602
835,8,midRight,high,2.614650284752353,1,0,1,0,0,0.2614345846859097,0.4050607157601672,0.0261810238203897,0.3073236757335333,2.7502621493684347
836,8,midRight,high,4.069769320308307,1,0,1,0,0,0.1830042092801367,0.583542501032117,0.0183267166742727,0.2151265730134733,3.7211878580722346
837,8,midLeft,lowC,2.916195606715593,1,1,0,0,0,0.4281029464960957,0.4084797507224819,0.0128287016719909,0.1505886011094313,2.828066662087718
838,8,midLeft,lowC,3.884139078399808,1,1,0,0,0,0.599672062547267,0.2859358255057373,0.0089800911703936,0.1054120207766019,3.8823865164100653
839,8,midRight,high,3.276786537048069,1,0,1,0,0,0.4197704437830869,0.5001550778540161,0.0062860638192755,0.0737884145436213,3.4520902749364444
840,8,downLeft,lowB,1.8573525099614163,1,0,0,1,0,0.2938393106481608,0.3501085544978113,0.3044002446734928,0.0516518901805349,2.1707331634613336
841,8,midRight,high,3.6016217539875592,1,0,1,0,0,0.2056875174537125,0.5450759881484679,0.213080171271445,0.0361563231263744,3.421150867079089
842,8,downLeft,lowB,2.9270107499545404,1,0,0,1,0,0.1439812622175988,0.3815531917039275,0.4491561198900115,0.0253094261884621,2.996768634848619
843,8,midRight,high,3.856098822074719,1,0,1,0,0,0.1007868835523191,0.5670872341927493,0.314409283923008,0.0177165983319234,3.6305608917011276
844,8,midLeft,lowC,2.496132135820064,1,1,0,0,0,0.3705508184866234,0.3969610639349245,0.2200864987461056,0.0124016188323464,2.3515963818437835
846,8,midLeft,lowC,3.7541371539701895,1,1,0,0,0,0.5593855729406364,0.2778727447544472,0.1540605491222739,0.0086811331826425,3.5730361618917845
847,8,downRight,lowA,2.0944320258568934,1,0,0,0,1,0.3915699010584454,0.194510921328113,0.1078423843855917,0.3060767932278497,2.1265563737020976
848,8,midRight,high,2.928948742111208,1,0,1,0,0,0.2740989307409118,0.4361576449296791,0.0754896690699142,0.2142537552594948,2.9887678868186294
849,8,midRight,high,3.934852551657847,1,0,1,0,0,0.1918692515186383,0.6053103514507754,0.0528427683489399,0.1499776286816463,4.09317283366621
852,8,midRight,high,4.621731457890705,1,0,1,0,0,0.1343084760630468,0.7237172460155428,0.0369899378442579,0.1049843400771524,4.622133322691687
853,8,midRight,high,5.344404910229476,1,0,1,0,0,0.0940159332441327,0.80660207221088,0.0258929564909805,0.0734890380540067,5.04735939318818
855,8,midLeft,lowC,2.540935998674414,1,1,0,0,0,0.3658111532708929,0.564621450547616,0.0181250695436864,0.0514423266378047,2.4646444742246
856,8,midRight,high,4.38155583064647,1,0,1,0,0,0.256067807289625,0.6952350153833312,0.0126875486805804,0.0360096286464632,4.505791464629148
857,8,midLeft,lowC,3.291800424315741,1,1,0,0,0,0.4792474651027375,0.4866645107683318,0.0088812840764063,0.0252067400525243,3.2103765010482657
858,8,midRight,high,4.200077742474945,1,0,1,0,0,0.3354732255719163,0.6406651575378323,0.0062168988534844,0.017644718036767,4.166891116063972
859,8,midRight,high,4.741350011179003,1,0,1,0,0,0.2348312579003414,0.7484656102764826,0.0043518291974391,0.0123513026257369,4.7985871919472345
861,8,downRight,lowA,1.9154031611978024,1,0,0,0,1,0.164381880530239,0.5239259271935378,0.0030462804382073,0.3086459118380158,1.9439660437580686
862,8,midRight,high,4.425708839735783,1,0,1,0,0,0.1150673163711673,0.6667481490354765,0.0021323963067451,0.216052138286611,4.3827796249540585
864,8,midRight,high,5.003926726299206,1,0,1,0,0,0.0805471214598171,0.7667237043248336,0.0014926774147216,0.1512364968006277,5.171365664540767
865,8,midLeft,lowC,2.4892142435180817,1,1,0,0,0,0.3563829850218719,0.5367065930273835,0.0010448741903051,0.1058655477604394,2.399665656908423
866,8,midRight,high,4.511696446376022,1,0,1,0,0,0.2494680895153103,0.6756946151191685,0.0007314119332135,0.0741058834323076,4.386546986242381
868,8,midRight,high,4.8712809896452285,1,0,1,0,0,0.1746276626607172,0.772986230583418,0.0005119883532495,0.0518741184026153,4.993229562017302
869,8,downRight,lowA,2.1198110780704678,1,0,0,0,1,0.122239363862502,0.5410903614083926,0.0003583918472746,0.3363118828818307,2.239350495520751
870,8,downLeft,lowB,1.8980659832707372,1,0,0,1,0,0.0855675547037514,0.3787632529858749,0.3002508742930922,0.2354183180172815,2.154144243800045
874,8,midLeft,lowC,2.377166160470519,1,1,0,0,0,0.359897288292626,0.2651342770901124,0.2101756120051645,0.164792822612097,2.262945791110502
875,8,midRight,high,3.3484622669590074,1,0,1,0,0,0.2519281018048382,0.4855939939630787,0.1471229284036151,0.1153549758284679,3.184646177125405
876,8,downLeft,lowB,2.5797071469356965,1,0,0,1,0,0.1763496712633867,0.3399157957741551,0.4029860498825306,0.0807484830799275,2.532547255364423
877,8,downLeft,lowB,3.8397313297916233,1,0,0,1,0,0.1234447698843707,0.2379410570419085,0.5820902349177715,0.0565239381559493,3.9214767517034352
878,8,midRight,high,2.932666670765875,1,0,1,0,0,0.0864113389190595,0.4665587399293359,0.40746316444244,0.0395667567091645,3.2354316060184165
879,8,midRight,high,4.102090137607425,1,0,1,0,0,0.0604879372433416,0.6265911179505351,0.285224215109708,0.0276967296964151,3.9323453217704873
880,8,midLeft,lowC,2.2085597637370324,1,1,0,0,0,0.3423415560703391,0.4386137825653746,0.1996569505767956,0.0193877107874906,2.3612482386915916
881,8,midLeft,lowC,3.484273887210338,1,1,0,0,0,0.5396390892492374,0.3070296477957622,0.1397598654037569,0.0135713975512434,3.3272407086949434
882,8,downLeft,lowB,2.7179866221427567,1,0,0,1,0,0.3777473624744661,0.2149207534570336,0.3978319057826298,0.0094999782858704,2.806642601236751
883,8,midRight,high,3.0853644538593405,1,0,1,0,0,0.2644231537321263,0.4504445274199234,0.2784823340478409,0.0066499848001092,2.9534994894711963
884,8,downRight,lowA,1.9945978001975213,1,0,0,0,1,0.1850962076124884,0.3153111691939465,0.1949376338334886,0.3046549893600765,1.9184609353531268
886,8,midRight,high,3.431444715583027,1,0,1,0,0,0.1295673453287419,0.5207178184357625,0.136456343683442,0.2132584925520535,3.297528479810428
888,8,midRight,high,4.336948582142707,1,0,1,0,0,0.0906971417301193,0.6645024729050337,0.0955194405784094,0.1492809447864375,4.22317116463521
889,8,downLeft,lowB,2.399373553192042,1,0,0,1,0,0.0634879992110835,0.4651517310335236,0.3668636084048866,0.1044966613505062,2.439372496860602
894,8,midLeft,lowC,2.2528103557914414,1,1,0,0,0,0.3444415994477585,0.3256062117234665,0.2568045258834206,0.0731476629453543,2.2389765948218936
895,8,downLeft,lowB,3.269540895729964,1,0,0,1,0,0.2411091196134309,0.2279243482064265,0.4797631681183944,0.051203364061748,3.1235599733220414
898,8,downLeft,lowB,4.1119578340299325,1,0,0,1,0,0.1687763837294016,0.1595470437444985,0.6358342176828761,0.0358423548432236,4.0744814289958535
899,8,downLeft,lowB,4.844146392754734,1,0,0,1,0,0.1181434686105811,0.111682930621149,0.7450839523780133,0.0250896483902565,4.89889235798922
900,9,midRight,high,2.486542761706028,1,0,1,0,0,0.0827004280274068,0.3781780514348043,0.5215587666646093,0.0175627538731795,2.4119039840686067
901,9,midRight,high,3.6255091566366087,1,0,1,0,0,0.0578902996191847,0.564724636004363,0.3650911366652265,0.0122939277112257,3.7197309788406296
902,9,midRight,high,4.547167449767304,1,0,1,0,0,0.0405232097334293,0.6953072452030541,0.2555637956656585,0.008605749397858,4.451363295641192
903,9,midRight,high,5.256559581325658,1,0,1,0,0,0.0283662468134005,0.7867150716421378,0.178894656965961,0.0060240245785005,5.123478716013205
904,9,midRight,high,5.444586764250406,1,0,1,0,0,0.0198563727693803,0.8507005501494965,0.1252262598761727,0.0042168172049504,5.530288551645363
905,9,midRight,high,5.770761077852885,1,0,1,0,0,0.0138994609385662,0.8954903851046476,0.0876583819133209,0.0029517720434652,6.08307333499388
906,9,midRight,high,6.097382881053472,1,0,1,0,0,0.0097296226569963,0.9268432695732534,0.0613608673393246,0.0020662404304257,6.204544006559651
907,9,midRight,high,6.1751205923953,1,0,1,0,0,0.0068107358598974,0.9487902887012774,0.0429526071375272,0.0014463683012979,6.014637912533428
908,9,downRight,lowA,1.896252251663126,1,0,0,0,1,0.0047675151019282,0.6641532020908941,0.030066824996269,0.3010124578109086,2.2201406012469573
909,9,downLeft,lowB,2.169690294642333,1,0,0,1,0,0.0033372605713497,0.4649072414636259,0.3210467774973883,0.210708720467636,2.1593661015741796
910,9,downRight,lowA,3.08282914257654,1,0,0,0,1,0.0023360823999448,0.3254350690245381,0.2247327442481718,0.4474961043273452,2.954210717325931
911,9,midRight,high,3.505875065830275,1,0,1,0,0,0.0016352576799613,0.5278045483171767,0.1573129209737202,0.3132472730291417,3.319221634921236
913,9,midRight,high,4.442575918431341,1,0,1,0,0,0.0011446803759729,0.6694631838220237,0.1101190446816041,0.2192730911203991,4.21580558775639
914,9,midLeft,lowC,2.08935866266251,1,1,0,0,0,0.3008012762631811,0.4686242286754166,0.0770833312771229,0.1534911637842794,2.0265656411334216
915,9,midRight,high,3.962468184278022,1,0,1,0,0,0.2105608933842268,0.6280369600727916,0.053958331893986,0.1074438146489955,3.946416771010509
916,9,downRight,lowA,2.515785120887555,1,0,0,0,1,0.1473926253689587,0.4396258720509541,0.0377708323257902,0.3752106702542969,2.636019513930368
917,9,midLeft,lowC,2.575792898574974,1,1,0,0,0,0.4031748377582711,0.3077381104356679,0.0264395826280531,0.2626474691780078,2.738317609126759
919,9,midRight,high,3.3439558315426057,1,0,1,0,0,0.2822223864307898,0.5154166773049675,0.0185077078396372,0.1838532284246055,3.405151920823741
921,9,midRight,high,4.548596075478344,1,0,1,0,0,0.1975556705015528,0.6607916741134773,0.012955395487746,0.1286972598972238,4.239628265968736
922,9,midRight,high,4.775677847049456,1,0,1,0,0,0.138288969351087,0.7625541718794341,0.0090687768414222,0.0900880819280567,4.899214167605446
923,9,midRight,high,5.495452105818876,1,0,1,0,0,0.0968022785457609,0.8337879203156039,0.0063481437889955,0.0630616573496397,5.468380340180301
924,9,midLeft,lowC,2.551854673528841,1,1,0,0,0,0.3677615949820326,0.5836515442209227,0.0044437006522968,0.0441431601447477,2.333183522913151
925,9,midRight,high,4.614589660233633,1,0,1,0,0,0.2574331164874228,0.7085560809546458,0.0031105904566078,0.0309002121013234,4.63252161867871
926,9,midLeft,lowC,3.1737237484997283,1,1,0,0,0,0.480203181541196,0.4959892566682521,0.0021774133196254,0.0216301484709264,3.2388035520994545
927,9,midRight,high,4.325755800764853,1,0,1,0,0,0.3361422270788372,0.6471924796677765,0.0015241893237378,0.0151411039296484,4.430867022887044
928,9,midRight,high,5.023791914545122,1,0,1,0,0,0.235299558955186,0.7530347357674435,0.0010669325266164,0.0105987727507539,5.0071324977776985
930,9,midRight,high,5.275427278554622,1,0,1,0,0,0.1647096912686302,0.8271243150372105,0.0007468527686315,0.0074191409255277,5.5884679563704625
931,9,downRight,lowA,1.868187132187782,1,0,0,0,1,0.1152967838880411,0.5789870205260473,0.000522796938042,0.3051933986478694,2.200995879690084
932,9,midLeft,lowC,2.3910582300786687,1,1,0,0,0,0.3807077487216288,0.4052909143682331,0.0003659578566294,0.2136353790535086,2.545786179109153
935,9,midRight,high,3.868680446934494,1,0,1,0,0,0.2664954241051401,0.5837036400577632,0.0002561704996406,0.149544765337456,3.7675459748108335
936,9,downRight,lowA,2.6951693867302904,1,0,0,0,1,0.1865467968735981,0.4085925480404342,0.0001793193497484,0.4046813357362192,2.6537546154643357
937,9,downLeft,lowB,1.9783319343546024,1,0,0,1,0,0.1305827578115186,0.2860147836283039,0.3001255235448238,0.2832769350153534,2.0167585693994408
938,9,downLeft,lowB,3.40174636171424,1,0,0,1,0,0.091407930468063,0.2002103485398128,0.5100878664813767,0.1982938545107474,3.4223324923263907
942,9,midRight,high,2.8221045183520235,1,0,1,0,0,0.0639855513276441,0.440147243977869,0.3570615065369636,0.1388056981575232,3.002551488849632
945,9,downLeft,lowB,3.6139602209876935,1,0,0,1,0,0.0447898859293509,0.3081030707845082,0.5499430545758746,0.0971639887102662,3.55490499283502
947,9,midRight,high,3.3192113413711266,1,0,1,0,0,0.0313529201505456,0.5156721495491557,0.3849601382031122,0.0680147920971863,3.5144296157506125
949,9,midRight,high,4.520737678447073,1,0,1,0,0,0.0219470441053819,0.6609705046844091,0.2694720967421786,0.0476103544680304,4.464622874436781
953,9,downLeft,lowB,3.148461789108966,1,0,0,1,0,0.0153629308737673,0.4626793532790864,0.488630467719525,0.0333272481276213,3.0132645798550097
954,9,downRight,lowA,2.2852621157455046,1,0,0,0,1,0.0107540516116371,0.3238755472953604,0.3420413274036675,0.3233290736893349,2.1375803415775736
955,9,downLeft,lowB,3.4796655713011853,1,0,0,1,0,0.007527836128146,0.2267128831067523,0.5394289291825672,0.2263303515825344,3.506876725946995
956,9,downRight,lowA,2.9674606702426023,1,0,0,0,1,0.0052694852897022,0.1586990181747266,0.3776002504277971,0.4584312461077741,2.9701286122894692
958,9,downRight,lowA,4.095247108901968,1,0,0,0,1,0.0036886397027915,0.1110893127223086,0.264320175299458,0.6209018722754419,4.014196624679373
961,9,midLeft,lowC,1.8075181638019828,1,1,0,0,0,0.3025820477919541,0.077762518905616,0.1850241227096206,0.4346313105928093,2.172798488112662
962,9,downRight,lowA,4.10491949041885,1,0,0,0,1,0.2118074334543678,0.0544337632339312,0.1295168858967344,0.6042419174149665,4.041338181322057
963,9,midRight,high,2.3461303837493626,1,0,1,0,0,0.1482652034180575,0.3381036342637518,0.0906618201277141,0.4229693421904765,2.3161322060671328
964,9,downLeft,lowB,2.435356552133733,1,0,0,1,0,0.1037856423926402,0.2366725439846262,0.3634632740893998,0.2960785395333336,2.4592297010824717
965,9,midLeft,lowC,2.539706430852391,1,1,0,0,0,0.3726499496748482,0.1656707807892384,0.2544242918625798,0.2072549776733335,2.641789366626881
966,9,midRight,high,2.638103402519276,1,0,1,0,0,0.2608549647723938,0.4159695465524669,0.1780970043038059,0.1450784843713335,2.6164780759428945
967,9,midRight,high,3.901840669233255,1,0,1,0,0,0.1825984753406756,0.5911786825867268,0.1246679030126641,0.1015549390599334,3.9183371533809845
968,9,midRight,high,4.770817481775714,1,0,1,0,0,0.1278189327384729,0.7138250778107087,0.0872675321088649,0.0710884573419534,4.627640354948196
969,9,downRight,lowA,2.297731000663205,1,0,0,0,1,0.089473252916931,0.4996775544674961,0.0610872724762054,0.3497619201393674,2.335542372595423
970,9,downLeft,lowB,2.2293186834312504,1,0,0,1,0,0.0626312770418517,0.3497742881272473,0.3427610907333437,0.2448333440975572,2.21927912278575
971,9,midRight,high,3.5153213236577705,1,0,1,0,0,0.0438418939292962,0.5448420016890732,0.2399327635133406,0.17138334086829,3.3564763763340837
972,9,midRight,high,4.319058599980213,1,0,1,0,0,0.0306893257505073,0.6813894011823511,0.1679529344593384,0.119968338607803,4.310052717065365
973,9,downLeft,lowB,2.7307943235812275,1,0,0,1,0,0.0214825280253551,0.4769725808276458,0.4175670541215369,0.0839778370254621,2.661056257334667
975,9,downRight,lowA,2.2180670448238287,1,0,0,0,1,0.0150377696177486,0.3338808065793521,0.2922969378850759,0.3587844859178235,2.3028670726913747
976,9,midRight,high,3.566315740290117,1,0,1,0,0,0.010526438732424,0.5337165646055464,0.2046078565195531,0.2511491401424764,3.520473715045462
977,9,downLeft,lowB,2.85617494554474,1,0,0,1,0,0.0073685071126968,0.3736015952238825,0.4432254995636872,0.1758043980997335,2.8715229956787467
979,9,downRight,lowA,2.767391559286418,1,0,0,0,1,0.0051579549788877,0.2615211166567177,0.310257849694581,0.4230630786698134,2.7991071628686326
980,9,midRight,high,3.019605381805209,1,0,1,0,0,0.0036105684852214,0.4830647816597024,0.2171804947862067,0.2961441550688694,3.2256680992549938
981,9,midLeft,lowC,2.0690130628214245,1,1,0,0,0,0.302527397939655,0.3381453471617917,0.1520263463503447,0.2073009085482086,2.056264750397255
982,9,midLeft,lowC,3.302614994149484,1,1,0,0,0,0.5117691785577585,0.2367017430132542,0.1064184424452412,0.145110635983746,3.502281260255902
984,9,downLeft,lowB,2.574785608129248,1,0,0,1,0,0.3582384249904309,0.1656912201092779,0.3744929097116689,0.1015774451886222,2.5005410333616225
986,9,midRight,high,2.789769750032732,1,0,1,0,0,0.2507668974933016,0.4159838540764946,0.2621450367981682,0.0711042116320355,2.725457660328537
987,9,midRight,high,3.716366807587513,1,0,1,0,0,0.1755368282453111,0.5911886978535462,0.1835015257587177,0.0497729481424248,3.795714068088371
988,9,midLeft,lowC,2.648146451949801,1,1,0,0,0,0.4228757797717178,0.4138320884974823,0.1284510680311024,0.0348410636996974,2.825777090282857
989,9,midRight,high,3.897622046960751,1,0,1,0,0,0.2960130458402025,0.5896824619482376,0.0899157476217717,0.0243887445897881,3.791479426521166
991,9,downLeft,lowB,2.538962996757631,1,0,0,1,0,0.2072091320881417,0.4127777233637663,0.3629410233352402,0.0170721212128517,2.325443586976979
992,9,midRight,high,3.725818540113425,1,0,1,0,0,0.1450463924616992,0.5889444063546364,0.2540587163346681,0.0119504848489962,3.818248147513921
993,9,midRight,high,4.651207871109937,1,0,1,0,0,0.1015324747231894,0.7122610844482455,0.1778411014342677,0.0083653393942973,4.538297018462388
994,9,midRight,high,5.251399205093109,1,0,1,0,0,0.0710727323062326,0.7985827591137719,0.1244887710039873,0.0058557375760081,5.223378435208619
995,9,midLeft,lowC,2.104017657657347,1,1,0,0,0,0.3497509126143628,0.5590079313796403,0.0871421397027911,0.0040990163032057,2.42619469923544
996,9,midRight,high,4.544673431061368,1,0,1,0,0,0.244825638830054,0.6913055519657483,0.0609994977919538,0.0028693114122439,4.527460318445017
997,9,midLeft,lowC,3.005844298531746,1,1,0,0,0,0.4713779471810377,0.4839138863760238,0.0426996484543676,0.0020085179885707,3.118379063668673
998,9,downRight,lowA,1.873929988105464,1,0,0,0,1,0.3299645630267264,0.3387397204632166,0.0298897539180573,0.3014059625919995,1.9801954721575812
1000,10,downLeft,lowA,2.1885897676068504,1,0,0,1,0,0.2309751941187085,0.2371178043242516,0.3209228277426401,0.2109841738143996,2.186750707442007
1001,10,downLeft,lowA,3.5335575481535177,1,0,0,1,0,0.1616826358830959,0.1659824630269761,0.5246459794198481,0.1476889216700797,3.301132070897655
1002,10,downRight,high,2.577520895757919,1,0,0,0,1,0.1131778451181671,0.1161877241188833,0.3672521855938937,0.4033822451690558,2.762090853576274
1003,10,downLeft,lowA,3.650476111035318,1,0,0,1,0,0.079224491582717,0.0813314068832183,0.5570765299157256,0.282367571618339,3.5890052543975908
1006,10,downRight,high,3.3641268508098574,1,0,0,0,1,0.0554571441079019,0.0569319848182528,0.3899535709410079,0.4976573001328373,3.4409441220360106
1007,10,downRight,high,4.1975287893560775,1,0,0,0,1,0.0388200008755313,0.0398523893727769,0.2729674996587056,0.6483601100929861,4.2022830452261335
1008,10,downRight,high,5.076734938504442,1,0,0,0,1,0.0271740006128719,0.0278966725609438,0.1910772497610939,0.7538520770650903,4.806899286380589
